species,genus,category,source,obesity_signal,shap_importance,safety_tier,clinical_evidence,priority_tier,genome_accession,assembly_level,resolved_organism,safety_risk_class,safety_flags,recommended_action,needs_genome_confirmation,bsh_potential,butyrate_scfa_potential,propionate_potential,mucin_interaction,lactate_acetate,metabolic_guild,adverse_mechanism_flag,obesity_mechanism,functional_provenance
Klebsiella_variicola,Klebsiella,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0297,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_020525545.1,Complete Genome,Klebsiella variicola subsp. variicola,elevated_pathogen_or_amr_genus,amr_reservoir_genus,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Streptococcus_vestibularis,Streptococcus,food_grade_probiotic,obesity_microbiome_signature,enriched_in_obesity,0.0284,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_900636445.1,Complete Genome,Streptococcus vestibularis,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Klebsiella_quasipneumoniae,Klebsiella,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0269,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_020099175.1,Complete Genome,Klebsiella quasipneumoniae,elevated_pathogen_or_amr_genus,amr_reservoir_genus,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Streptococcus_gordonii,Streptococcus,food_grade_probiotic,obesity_microbiome_signature,enriched_in_obesity,0.0228,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_019046945.1,Complete Genome,Streptococcus gordonii,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Streptococcus_thermophilus,Streptococcus,food_grade_probiotic,obesity_microbiome_signature,enriched_in_obesity,0.0179,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_903886475.1,Complete Genome,Streptococcus thermophilus,low_qps_history,,lower_barrier; strain-level genome QC still recommended,False,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Klebsiella_pneumoniae,Klebsiella,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0099,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_000240185.1,Complete Genome,Klebsiella pneumoniae subsp. pneumoniae HS11286,elevated_pathogen_or_amr_genus,amr_reservoir_genus,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Actinomyces_sp_ICM47,Actinomyces,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0084,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Escherichia_coli,Escherichia,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.007,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_000005845.2,Complete Genome,Escherichia coli str. K-12 substr. MG1655,elevated_pathogen_or_amr_genus,amr_reservoir_genus,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Streptococcus_mitis,Streptococcus,food_grade_probiotic,obesity_microbiome_signature,depleted_in_obesity_protective,0.0052,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_018603625.2,Complete Genome,Streptococcus mitis,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Actinomyces_sp_HMSC035G02,Actinomyces,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0044,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Veillonella_dispar,Veillonella,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0031,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_900637515.1,Complete Genome,Veillonella dispar,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Actinomyces_odontolyticus,Actinomyces,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.003,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_031191545.1,Complete Genome,Schaalia odontolytica,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Streptococcus_oralis,Streptococcus,food_grade_probiotic,obesity_microbiome_signature,depleted_in_obesity_protective,0.0016,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_900637025.1,Complete Genome,Streptococcus oralis ATCC 35037,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Veillonella_parvula,Veillonella,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0013,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_900186885.1,Complete Genome,Veillonella parvula,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Veillonella_sp_T11011_6,Veillonella,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0007,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,,no_isolate_genome_MAG_or_unresolved,,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Actinomyces_oris,Actinomyces,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_016127955.1,Complete Genome,Actinomyces oris,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Streptococcus_anginosus_group,Streptococcus,food_grade_probiotic,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_900636475.1,Complete Genome,Streptococcus anginosus,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Streptococcus_sanguinis,Streptococcus,food_grade_probiotic,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_900475505.1,Complete Genome,Streptococcus sanguinis,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Streptococcus_sp_A12,Streptococcus,food_grade_probiotic,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,,no_isolate_genome_MAG_or_unresolved,,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Veillonella_infantium,Veillonella,human_derived_commensal,obesity_microbiome_signature,depleted_in_obesity_protective,0.0,requires_strain_level_safety_review,screening_only,C_pathogen_genus_review,GCF_002959895.1,Contig,Veillonella infantium,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Roseburia_intestinalis,Roseburia,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.1556,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_900537995.1,Complete Genome,Roseburia intestinalis L1-82,moderate_lbp_precedent,,human-trial precedent; requires genome AMR/virulence confirmation before use,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Clostridium_sp_CAG_58,Clostridium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.1424,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,genus_contains_pathogens_species_level_care,novel human commensal; genome-level AMR/virulence screening required,True,1,0,0,0,0,uncharacterized,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Allisonella_histaminiformans,Allisonella,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.1276,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_900103425.1,Scaffold,Dialister histaminiformans,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,amine_histamine_proinflammatory,PRO-INFLAMMATORY metabolite producer (unfavorable - do not supplement),genus-level comparative-genomics prior (NOT de-novo annotation)
Coprococcus_comes,Coprococcus,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.1233,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_025149785.1,Complete Genome,Coprococcus comes ATCC 27758,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Eubacterium_hallii,Eubacterium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.1085,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_018140635.1,Chromosome,Anaerobutyricum hallii,moderate_lbp_precedent,,human-trial precedent; requires genome AMR/virulence confirmation before use,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Eubacterium_sp_CAG_180,Eubacterium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.1039,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Lawsonibacter_asaccharolyticus,Lawsonibacter,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.075,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCA_022453915.1,Complete Genome,Lawsonibacter asaccharolyticus,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Slackia_isoflavoniconvertens,Slackia,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0689,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_014192995.1,Contig,Slackia isoflavoniconvertens,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,polyphenol_equol_metabolism,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Holdemania_filiformis,Holdemania,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0664,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_003459085.1,Scaffold,Holdemania filiformis,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Catenibacterium_mitsuokai,Catenibacterium,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.066,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_025148785.1,Complete Genome,Catenibacterium mitsuokai,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Collinsella_massiliensis,Collinsella,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.066,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCA_002161605.1,Contig,[Collinsella] massiliensis,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Gemmiger_formicilis,Gemmiger,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0638,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_900167555.1,Scaffold,Gemmiger formicilis,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Roseburia_faecis,Roseburia,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0622,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_045061065.1,Complete Genome,Roseburia faecis,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Flavonifractor_plautii,Flavonifractor,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0605,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_010508875.1,Complete Genome,Flavonifractor plautii,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Acidaminococcus_intestini,Acidaminococcus,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0572,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_025144545.1,Complete Genome,Acidaminococcus intestini,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Roseburia_inulinivorans,Roseburia,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0504,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_020731525.1,Contig,Roseburia inulinivorans DSM 16841,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Clostridium_clostridioforme,Clostridium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0398,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_012273195.1,Chromosome,Enterocloster clostridioformis (reclassified from Clostridium clostridioforme),moderate_novel_commensal,genus_contains_pathogens_species_level_care,novel human commensal; genome-level AMR/virulence screening required,True,1,0,0,0,0,uncharacterized,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Collinsella_aerofaciens,Collinsella,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0392,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_010509075.1,Complete Genome,Collinsella aerofaciens ATCC 25986,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Prevotella_copri,Prevotella,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0373,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_020735445.1,Complete Genome,Segatella copri DSM 18205,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Coprobacter_fastidiosus,Coprobacter,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.034,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_030296935.1,Complete Genome,Coprobacter fastidiosus,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Holdemanella_biformis,Holdemanella,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0339,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_000156655.1,Scaffold,Holdemanella biformis DSM 3989,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Ruminococcus_bromii,Ruminococcus,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0315,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_928721825.1,Contig,Ruminococcus bromii,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,1,0,mucin_interaction,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Eubacterium_sp_CAG_274,Eubacterium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0284,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Ruminococcus_torques,Ruminococcus,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0241,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_044591705.1,Complete Genome,Mediterraneibacter torques,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,1,0,mucin_interaction,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Bilophila_wadsworthia,Bilophila,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.024,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_050780155.1,Complete Genome,Bilophila wadsworthia,elevated_pathogen_or_amr_genus,,strain-level review MANDATORY; exclude unless a documented safe strain,True,0,0,0,0,0,uncharacterized,sulfate_reducer_H2S_proinflammatory,PRO-INFLAMMATORY metabolite producer (unfavorable - do not supplement),genus-level comparative-genomics prior (NOT de-novo annotation)
Ruthenibacterium_lactatiformans,Ruthenibacterium,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0236,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_000949455.1,Contig,Ruthenibacterium lactatiformans,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Blautia_sp_CAG_257,Blautia,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0231,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Clostridium_bolteae,Clostridium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0221,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_000371705.1,Scaffold,Enterocloster bolteae 90A9,moderate_novel_commensal,genus_contains_pathogens_species_level_care,novel human commensal; genome-level AMR/virulence screening required,True,1,0,0,0,0,uncharacterized,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Bacteroides_vulgatus,Bacteroides,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0205,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_000012825.1,Complete Genome,Phocaeicola vulgatus ATCC 8482,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Bacteroides_fragilis,Bacteroides,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0203,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_000025985.1,Complete Genome,Bacteroides fragilis NCTC 9343,elevated_pathogen_or_amr_genus,species_opportunist_concern,strain-level review MANDATORY; exclude unless a documented safe strain,True,1,0,2,1,0,propionate_producer; mucin_interaction,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Dorea_longicatena,Dorea,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0194,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_025150085.1,Complete Genome,Dorea longicatena,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,2,lactate_acetate,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Clostridium_disporicum,Clostridium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0188,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_001405015.1,Scaffold,Clostridium disporicum,moderate_novel_commensal,genus_contains_pathogens_species_level_care,novel human commensal; genome-level AMR/virulence screening required,True,1,0,0,0,0,uncharacterized,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Clostridium_bolteae_CAG_59,Clostridium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0178,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,genus_contains_pathogens_species_level_care,novel human commensal; genome-level AMR/virulence screening required,True,1,0,0,0,0,uncharacterized,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Eubacterium_rectale,Eubacterium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0177,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_022453685.1,Complete Genome,Agathobacter rectalis,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Firmicutes_bacterium_CAG_83,Firmicutes,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0177,requires_genome_safety_review,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Dielma_fastidiosa,Dielma,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0175,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_003475485.1,Scaffold,Dielma fastidiosa,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Clostridium_saccharolyticum,Clostridium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0166,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,GCF_000144625.1,Complete Genome,[Clostridium] saccharolyticum WM1,moderate_novel_commensal,genus_contains_pathogens_species_level_care,novel human commensal; genome-level AMR/virulence screening required,True,1,0,0,0,0,uncharacterized,,bile salt hydrolase -> cholesterol/lipid lowering (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Anaeromassilibacillus_sp_An250,Anaeromassilibacillus,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0165,requires_genome_safety_review,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,2,0,0,0,butyrate_producer,,"SCFA/butyrate -> barrier, GLP-1, energy regulation (favorable)",genus-level comparative-genomics prior (NOT de-novo annotation)
Phascolarctobacterium_sp_CAG_266,Phascolarctobacterium,human_derived_ngp,obesity_microbiome_signature,enriched_in_obesity,0.0163,requires_genome_safety_lbp,screening_only,C_screening_hypothesis,,no_isolate_genome_MAG_or_unresolved,,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,2,0,0,propionate_producer,,propionate -> satiety/lipogenesis modulation (favorable),genus-level comparative-genomics prior (NOT de-novo annotation)
Romboutsia_ilealis,Romboutsia,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0154,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_900015215.1,Chromosome,Romboutsia ilealis,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
Fretibacterium_fastidiosum,Fretibacterium,human_derived_commensal,obesity_microbiome_signature,enriched_in_obesity,0.0152,requires_genome_safety_review,screening_only,C_screening_hypothesis,GCF_964642095.1,Complete Genome,Fretibacterium fastidiosum,moderate_novel_commensal,,novel human commensal; genome-level AMR/virulence screening required,True,0,0,0,0,0,uncharacterized,,no characterized obesity-relevant SCFA/bile mechanism,genus-level comparative-genomics prior (NOT de-novo annotation)
