rank,members,n_strains,axes,n_axes,diversity_mean,effect_mean_g,propionate_frac,culturability_mean,genus_diversity,spore_frac,composite_v2
8580,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bifidobacterium_animalis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.17,0.236,0.6,0.83,1.0,0.0,0.6108
8581,Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Bifidobacterium_animalis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.161,0.221,0.8,0.91,0.8,0.0,0.6108
8582,Odoribacter_splanchnicus; Alistipes_putredinis; Victivallis_vadensis; Bacteroides_dorei; Turicibacter_sanguinis,5,propionate+mucin,2,0.24,0.167,0.6,0.77,1.0,0.2,0.6108
8583,Odoribacter_splanchnicus; Bacteroides_dorei; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.173,0.212,0.4,0.85,1.0,0.4,0.6108
8584,Eubacterium_siraeum; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.147,0.278,0.4,0.84,0.8,0.4,0.6108
8585,Alistipes_putredinis; Eubacterium_siraeum; Akkermansia_muciniphila; Alistipes_indistinctus; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.206,0.233,0.6,0.82,0.8,0.2,0.6108
8586,Eubacterium_siraeum; Alistipes_indistinctus; Bacteroides_intestinalis; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.144,0.259,0.4,0.81,1.0,0.4,0.6108
8587,Akkermansia_muciniphila; Bacteroides_dorei; Butyrivibrio_crossotus; Bifidobacterium_animalis; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.127,0.204,0.6,0.92,1.0,0.2,0.6108
8588,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Ruminococcus_lactaris; Bacteroides_salyersiae; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.21,0.209,0.6,0.77,1.0,0.2,0.6108
8589,Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Parabacteroides_goldsteinii,3,propionate+butyrate+mucin,3,0.115,0.227,0.67,0.867,1.0,0.33,0.6108
8590,Odoribacter_splanchnicus; Alistipes_indistinctus; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.188,0.202,0.4,0.79,1.0,0.4,0.6108
8591,Eubacterium_siraeum; Akkermansia_muciniphila; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.184,0.217,0.4,0.84,1.0,0.6,0.6108
8592,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_salyersiae; Turicibacter_sanguinis,4,propionate+mucin,2,0.239,0.209,0.5,0.812,1.0,0.5,0.6108
8593,Barnesiella_intestinihominis; Eubacterium_siraeum; Alistipes_indistinctus; Ruminococcus_lactaris,4,propionate+mucin,2,0.241,0.213,0.5,0.775,1.0,0.5,0.6108
8594,Barnesiella_intestinihominis; Bacteroides_dorei; Ruminococcus_lactaris; Bacteroides_intestinalis,4,propionate+mucin,2,0.218,0.193,0.75,0.837,0.75,0.25,0.6107
8595,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_salyersiae; Bifidobacterium_longum; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.196,0.2,0.6,0.83,1.0,0.0,0.6107
8596,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_intestinalis; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.179,0.242,0.6,0.83,1.0,0.2,0.6107
8597,Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,4,propionate+butyrate+mucin,3,0.171,0.241,0.5,0.825,0.75,0.5,0.6107
8598,Odoribacter_splanchnicus; Alistipes_putredinis; Ruminococcus_lactaris; Bacteroides_intestinalis; Bifidobacterium_animalis,5,propionate+mucin,2,0.216,0.189,0.6,0.83,1.0,0.2,0.6107
8599,Barnesiella_intestinihominis; Eubacterium_eligens; Alistipes_indistinctus; Bifidobacterium_animalis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.195,0.213,0.6,0.86,1.0,0.2,0.6107
8600,Barnesiella_intestinihominis; Eubacterium_eligens; Eubacterium_siraeum; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.208,0.262,0.2,0.79,0.8,0.6,0.6107
8601,Odoribacter_splanchnicus; Akkermansia_muciniphila; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.161,0.215,0.75,0.838,1.0,0.0,0.6107
8602,Barnesiella_intestinihominis; Alistipes_indistinctus; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.173,0.233,0.4,0.73,1.0,0.4,0.6107
8603,Alistipes_putredinis; Victivallis_vadensis; Bacteroides_dorei; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.184,0.183,0.4,0.83,1.0,0.2,0.6107
8604,Bacteroides_cellulosilyticus; Bacteroides_dorei; Bacteroides_intestinalis; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.146,0.234,0.6,0.92,0.6,0.2,0.6107
8605,Odoribacter_splanchnicus; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Bifidobacterium_longum; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.158,0.221,0.4,0.82,1.0,0.2,0.6107
8606,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Bifidobacterium_longum; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.177,0.211,0.4,0.88,0.8,0.2,0.6107
8607,Eubacterium_siraeum; Bacteroides_cellulosilyticus; Victivallis_vadensis; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.158,0.237,0.4,0.83,1.0,0.4,0.6107
8608,Akkermansia_muciniphila; Alistipes_indistinctus; Bacteroides_salyersiae; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.151,0.227,0.75,0.85,1.0,0.0,0.6107
8609,Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.155,0.251,0.75,0.887,0.75,0.0,0.6107
8610,Alistipes_indistinctus; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,4,propionate+butyrate+mucin,3,0.168,0.218,0.5,0.788,1.0,0.5,0.6107
8611,Odoribacter_splanchnicus; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Parabacteroides_goldsteinii,4,propionate+butyrate+mucin,3,0.178,0.206,0.5,0.775,1.0,0.5,0.6107
8612,Eubacterium_siraeum; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Bifidobacterium_animalis; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.144,0.246,0.4,0.88,1.0,0.4,0.6106
8613,Alistipes_indistinctus; Bacteroides_dorei; Ruminococcus_lactaris; Bacteroides_intestinalis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.162,0.216,0.6,0.83,0.8,0.4,0.6106
8614,Bacteroides_cellulosilyticus; Victivallis_vadensis; Alistipes_indistinctus; Bacteroides_salyersiae,4,propionate+mucin,2,0.188,0.213,0.75,0.838,0.75,0.0,0.6106
8615,Eubacterium_eligens; Bacteroides_cellulosilyticus; Victivallis_vadensis; Intestinimonas_butyriciproducens; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.181,0.257,0.2,0.77,1.0,0.4,0.6106
8616,Odoribacter_splanchnicus; Victivallis_vadensis; Bacteroides_dorei; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.172,0.21,0.4,0.77,1.0,0.2,0.6106
8617,Alistipes_putredinis; Victivallis_vadensis; Alistipes_indistinctus; Bacteroides_dorei; Bacteroides_intestinalis,5,propionate+mucin,2,0.215,0.188,0.8,0.83,0.6,0.0,0.6106
8618,Eubacterium_eligens; Alistipes_indistinctus; Bacteroides_salyersiae; Turicibacter_sanguinis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.178,0.229,0.4,0.81,1.0,0.6,0.6106
8619,Odoribacter_splanchnicus; Bacteroides_dorei; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.192,0.213,0.4,0.79,1.0,0.6,0.6106
8620,Eubacterium_siraeum; Bacteroides_intestinalis; Butyrivibrio_crossotus,3,propionate+butyrate+mucin,3,0.167,0.254,0.33,0.867,1.0,0.67,0.6106
8621,Alistipes_putredinis; Alistipes_indistinctus; Bacteroides_dorei; Bifidobacterium_animalis,4,propionate+mucin,2,0.198,0.193,0.75,0.875,0.75,0.0,0.6106
8622,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_intestinalis; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.201,0.22,0.6,0.77,1.0,0.2,0.6106
8623,Akkermansia_muciniphila; Bacteroides_dorei; Ruminococcus_lactaris; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.146,0.206,0.6,0.86,1.0,0.4,0.6106
8624,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Ruminococcus_lactaris; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.189,0.238,0.6,0.77,1.0,0.2,0.6106
8625,Alistipes_putredinis; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Bacteroides_salyersiae; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.18,0.222,0.8,0.85,0.8,0.2,0.6106
8626,Alistipes_putredinis; Bacteroides_dorei; Bacteroides_intestinalis; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.177,0.228,0.75,0.838,0.75,0.0,0.6106
8627,Eubacterium_eligens; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Turicibacter_sanguinis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.181,0.248,0.4,0.84,0.8,0.6,0.6106
8628,Barnesiella_intestinihominis; Eubacterium_siraeum; Alistipes_indistinctus; Bifidobacterium_longum,4,propionate+mucin,2,0.223,0.201,0.5,0.85,1.0,0.25,0.6106
8629,Bacteroides_dorei; Bacteroides_intestinalis; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,4,propionate+butyrate+mucin,3,0.121,0.223,0.75,0.9,0.75,0.25,0.6106
8630,Eubacterium_siraeum; Akkermansia_muciniphila; Bacteroides_salyersiae; Butyrivibrio_crossotus; Bifidobacterium_animalis,5,propionate+butyrate+mucin,3,0.16,0.219,0.4,0.91,1.0,0.4,0.6105
8631,Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.166,0.242,0.4,0.83,1.0,0.6,0.6105
8632,Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Bifidobacterium_longum,4,propionate+butyrate+mucin,3,0.154,0.23,0.5,0.9,0.75,0.25,0.6105
8633,Alistipes_putredinis; Victivallis_vadensis; Bacteroides_dorei; Parabacteroides_goldsteinii,4,propionate+mucin,2,0.19,0.177,0.75,0.825,1.0,0.0,0.6105
8634,Odoribacter_splanchnicus; Alistipes_indistinctus; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.193,0.194,0.4,0.79,1.0,0.4,0.6105
8635,Odoribacter_splanchnicus; Alistipes_indistinctus; Bacteroides_dorei; Bacteroides_intestinalis; Turicibacter_sanguinis,5,propionate+mucin,2,0.205,0.191,0.8,0.83,0.8,0.2,0.6105
8636,Odoribacter_splanchnicus; Akkermansia_muciniphila; Bacteroides_dorei; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.188,0.18,0.8,0.86,1.0,0.2,0.6105
8637,Barnesiella_intestinihominis; Bacteroides_dorei; Bacteroides_intestinalis; Bifidobacterium_longum,4,propionate+mucin,2,0.201,0.181,0.75,0.913,0.75,0.0,0.6105
8638,Odoribacter_splanchnicus; Bacteroides_dorei; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.179,0.204,0.4,0.85,1.0,0.4,0.6105
8639,Alistipes_putredinis; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Bifidobacterium_longum; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.166,0.213,0.8,0.91,0.8,0.0,0.6105
8640,Alistipes_indistinctus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Bifidobacterium_longum,4,propionate+butyrate+mucin,3,0.15,0.207,0.5,0.863,1.0,0.25,0.6105
8641,Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Bacteroides_dorei; Turicibacter_sanguinis,5,propionate+mucin,2,0.222,0.225,0.6,0.84,0.8,0.4,0.6105
8642,Eubacterium_eligens; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Turicibacter_sanguinis,4,propionate+mucin,2,0.212,0.245,0.5,0.812,1.0,0.5,0.6105
8643,Barnesiella_intestinihominis; Eubacterium_eligens; Alistipes_indistinctus; Ruminococcus_lactaris; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.214,0.215,0.6,0.8,1.0,0.4,0.6105
8644,Odoribacter_splanchnicus; Bacteroides_dorei; Intestinimonas_butyriciproducens; Bifidobacterium_animalis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.159,0.219,0.4,0.82,1.0,0.2,0.6105
8645,Bacteroides_cellulosilyticus; Bacteroides_dorei; Ruminococcus_lactaris; Bacteroides_intestinalis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.165,0.235,0.6,0.86,0.6,0.4,0.6105
8646,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bifidobacterium_longum; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.175,0.229,0.6,0.83,1.0,0.0,0.6105
8647,Eubacterium_siraeum; Akkermansia_muciniphila; Victivallis_vadensis; Alistipes_indistinctus; Bacteroides_intestinalis,5,propionate+mucin,2,0.206,0.2,0.6,0.85,1.0,0.2,0.6104
8648,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Bacteroides_dorei; Bacteroides_intestinalis; Turicibacter_sanguinis,5,propionate+mucin,2,0.208,0.21,0.8,0.86,0.6,0.2,0.6104
8649,Eubacterium_siraeum; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Victivallis_vadensis; Bacteroides_intestinalis,5,propionate+mucin,2,0.209,0.219,0.6,0.88,0.8,0.2,0.6104
8650,Barnesiella_intestinihominis; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,3,propionate+butyrate+mucin,3,0.215,0.211,0.33,0.733,1.0,0.67,0.6104
8651,Odoribacter_splanchnicus; Alistipes_putredinis; Ruminococcus_lactaris; Bacteroides_intestinalis; Bifidobacterium_longum,5,propionate+mucin,2,0.222,0.182,0.6,0.83,1.0,0.2,0.6104
8652,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Victivallis_vadensis; Bifidobacterium_animalis,5,propionate+mucin,2,0.226,0.216,0.4,0.84,1.0,0.2,0.6104
8653,Alistipes_putredinis; Bacteroides_dorei; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.19,0.194,0.4,0.82,1.0,0.4,0.6104
8654,Barnesiella_intestinihominis; Alistipes_indistinctus; Butyrivibrio_crossotus; Bifidobacterium_animalis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.15,0.235,0.4,0.8,1.0,0.2,0.6104
8655,Akkermansia_muciniphila; Bacteroides_dorei; Butyrivibrio_crossotus; Bifidobacterium_longum; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.132,0.196,0.6,0.92,1.0,0.2,0.6104
8656,Alistipes_indistinctus; Bacteroides_dorei; Bacteroides_intestinalis; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.148,0.207,0.6,0.89,0.8,0.2,0.6104
8657,Eubacterium_siraeum; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.163,0.248,0.4,0.82,1.0,0.6,0.6104
8658,Bacteroides_cellulosilyticus; Bacteroides_dorei; Bacteroides_intestinalis; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.151,0.226,0.6,0.92,0.6,0.2,0.6104
8659,Barnesiella_intestinihominis; Eubacterium_eligens; Alistipes_indistinctus; Bifidobacterium_longum; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.2,0.206,0.6,0.86,1.0,0.2,0.6104
8660,Odoribacter_splanchnicus; Bacteroides_dorei; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.178,0.221,0.4,0.76,1.0,0.4,0.6103
8661,Odoribacter_splanchnicus; Alistipes_indistinctus; Bacteroides_salyersiae; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.151,0.221,0.8,0.82,1.0,0.0,0.6103
8662,Eubacterium_siraeum; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Bifidobacterium_longum; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.149,0.239,0.4,0.88,1.0,0.4,0.6103
8663,Alistipes_putredinis; Alistipes_indistinctus; Bacteroides_dorei; Ruminococcus_lactaris,4,propionate+mucin,2,0.222,0.195,0.75,0.8,0.75,0.25,0.6103
8664,Eubacterium_siraeum; Akkermansia_muciniphila; Ruminococcus_lactaris; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.179,0.22,0.4,0.85,1.0,0.6,0.6103
8665,Eubacterium_siraeum; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Bifidobacterium_animalis,4,propionate+mucin,2,0.19,0.232,0.5,0.938,1.0,0.25,0.6103
8666,Eubacterium_siraeum; Alistipes_indistinctus; Bacteroides_dorei; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.15,0.249,0.4,0.81,1.0,0.4,0.6103
8667,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.154,0.24,0.8,0.85,0.8,0.0,0.6103
8668,Bacteroides_dorei; Bacteroides_intestinalis; Bacteroides_salyersiae; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.127,0.218,0.8,0.91,0.6,0.2,0.6103
8669,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_intestinalis; Bacteroides_salyersiae; Bifidobacterium_animalis,5,propionate+mucin,2,0.211,0.212,0.6,0.9,0.8,0.2,0.6103
8670,Barnesiella_intestinihominis; Eubacterium_siraeum; Bacteroides_dorei; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.204,0.234,0.5,0.812,1.0,0.25,0.6103
8671,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.179,0.223,0.8,0.85,0.8,0.2,0.6102
8672,Barnesiella_intestinihominis; Alistipes_indistinctus; Ruminococcus_lactaris; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.169,0.236,0.4,0.74,1.0,0.4,0.6102
8673,Barnesiella_intestinihominis; Victivallis_vadensis; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.199,0.191,0.4,0.76,1.0,0.4,0.6102
8674,Barnesiella_intestinihominis; Alistipes_putredinis; Victivallis_vadensis; Alistipes_indistinctus; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.222,0.208,0.6,0.74,0.8,0.0,0.6102
8675,Odoribacter_splanchnicus; Eubacterium_siraeum; Akkermansia_muciniphila; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+mucin,2,0.222,0.195,0.6,0.85,1.0,0.4,0.6102
8676,Eubacterium_siraeum; Bacteroides_cellulosilyticus; Bacteroides_dorei; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.153,0.268,0.4,0.84,0.8,0.4,0.6102
8677,Eubacterium_siraeum; Akkermansia_muciniphila; Bacteroides_salyersiae; Butyrivibrio_crossotus; Bifidobacterium_longum,5,propionate+butyrate+mucin,3,0.165,0.211,0.4,0.91,1.0,0.4,0.6102
8678,Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.151,0.25,0.4,0.8,1.0,0.4,0.6102
8679,Eubacterium_siraeum; Bacteroides_intestinalis; Bacteroides_salyersiae; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.163,0.241,0.5,0.887,0.75,0.5,0.6102
8680,Barnesiella_intestinihominis; Alistipes_indistinctus; Bacteroides_intestinalis; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.176,0.204,0.8,0.82,1.0,0.2,0.6102
8681,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Victivallis_vadensis; Ruminococcus_lactaris,5,propionate+mucin,2,0.245,0.218,0.4,0.78,1.0,0.4,0.6102
8682,Barnesiella_intestinihominis; Eubacterium_eligens; Eubacterium_siraeum; Akkermansia_muciniphila; Victivallis_vadensis,5,propionate+mucin,2,0.269,0.203,0.4,0.83,0.8,0.4,0.6102
8683,Alistipes_indistinctus; Bacteroides_dorei; Bacteroides_intestinalis; Parabacteroides_goldsteinii,4,propionate+mucin,2,0.145,0.208,1.0,0.9,0.75,0.0,0.6101
8684,Odoribacter_splanchnicus; Bacteroides_dorei; Intestinimonas_butyriciproducens; Bifidobacterium_longum; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.164,0.211,0.4,0.82,1.0,0.2,0.6101
8685,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Alistipes_indistinctus; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.211,0.211,0.6,0.74,1.0,0.2,0.6101
8686,Eubacterium_eligens; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_intestinalis; Bifidobacterium_animalis,5,propionate+mucin,2,0.19,0.241,0.6,0.9,0.8,0.2,0.6101
8687,Eubacterium_eligens; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Bifidobacterium_animalis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.174,0.23,0.6,0.93,1.0,0.2,0.6101
8688,Alistipes_putredinis; Eubacterium_siraeum; Victivallis_vadensis; Bacteroides_salyersiae,4,propionate+mucin,2,0.232,0.196,0.5,0.812,1.0,0.25,0.6101
8689,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Victivallis_vadensis; Bifidobacterium_longum,5,propionate+mucin,2,0.231,0.209,0.4,0.84,1.0,0.2,0.6101
8690,Alistipes_putredinis; Alistipes_indistinctus; Bacteroides_dorei; Bifidobacterium_longum,4,propionate+mucin,2,0.204,0.183,0.75,0.875,0.75,0.0,0.6101
8691,Barnesiella_intestinihominis; Eubacterium_eligens; Ruminococcus_lactaris; Bacteroides_intestinalis; Bacteroides_salyersiae,5,propionate+mucin,2,0.23,0.214,0.6,0.84,0.8,0.4,0.6101
8692,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_dorei; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.185,0.232,0.6,0.83,1.0,0.2,0.6101
8693,Odoribacter_splanchnicus; Victivallis_vadensis; Bacteroides_intestinalis; Bacteroides_salyersiae,4,propionate+mucin,2,0.214,0.176,0.75,0.838,0.75,0.0,0.6101
8694,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_dorei; Ruminococcus_lactaris; Bifidobacterium_animalis,5,propionate+mucin,2,0.223,0.18,0.6,0.83,1.0,0.2,0.6101
8695,Eubacterium_siraeum; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Ruminococcus_lactaris,4,propionate+mucin,2,0.214,0.233,0.5,0.862,1.0,0.5,0.6101
8696,Barnesiella_intestinihominis; Butyrivibrio_crossotus; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,4,propionate+butyrate+mucin,3,0.13,0.247,0.5,0.787,1.0,0.25,0.6101
8697,Bacteroides_cellulosilyticus; Bacteroides_dorei; Bacteroides_intestinalis; Parabacteroides_goldsteinii,4,propionate+mucin,2,0.149,0.231,1.0,0.937,0.5,0.0,0.61
8698,Barnesiella_intestinihominis; Alistipes_indistinctus; Butyrivibrio_crossotus; Bifidobacterium_longum; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.155,0.227,0.4,0.8,1.0,0.2,0.61
8699,Alistipes_putredinis; Akkermansia_muciniphila; Bacteroides_cellulosilyticus; Turicibacter_sanguinis; Bifidobacterium_animalis,5,propionate+mucin,2,0.196,0.209,0.6,0.87,1.0,0.2,0.61
8700,Alistipes_putredinis; Eubacterium_eligens; Alistipes_indistinctus; Bacteroides_salyersiae; Bifidobacterium_animalis,5,propionate+mucin,2,0.213,0.214,0.6,0.87,0.8,0.2,0.61
8701,Bacteroides_cellulosilyticus; Victivallis_vadensis; Alistipes_indistinctus; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.178,0.22,0.4,0.76,1.0,0.4,0.61
8702,Barnesiella_intestinihominis; Akkermansia_muciniphila; Victivallis_vadensis; Alistipes_indistinctus; Bifidobacterium_animalis,5,propionate+mucin,2,0.211,0.176,0.6,0.84,1.0,0.0,0.61
8703,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_intestinalis; Bacteroides_salyersiae; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.197,0.242,0.6,0.84,0.8,0.2,0.61
8704,Odoribacter_splanchnicus; Eubacterium_eligens; Bacteroides_intestinalis; Turicibacter_sanguinis,4,propionate+mucin,2,0.238,0.208,0.5,0.812,1.0,0.5,0.61
8705,Barnesiella_intestinihominis; Akkermansia_muciniphila; Victivallis_vadensis; Bacteroides_intestinalis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.195,0.204,0.6,0.81,1.0,0.0,0.61
8706,Odoribacter_splanchnicus; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Bifidobacterium_animalis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.182,0.225,0.6,0.89,1.0,0.2,0.61
8707,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_intestinalis; Bacteroides_salyersiae; Bifidobacterium_longum,5,propionate+mucin,2,0.216,0.204,0.6,0.9,0.8,0.2,0.61
