hypothesis_id,members,n_strains,mechanisms_covered,n_mechanisms,lactate_to_butyrate_crossfeeding,includes_qps_deliverable_anchor,includes_depleted_protective_taxon,design_complementarity_score,predicted_response_score,ranking_type,combination_safety_gate,rationale
MECHCOMBO_150,Bifidobacterium_longum; Faecalibacterium_prausnitzii; Akkermansia_muciniphila,3,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_151,Bifidobacterium_longum; Roseburia_intestinalis; Phascolarctobacterium_faecium,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_152,Bifidobacterium_longum; Roseburia_intestinalis; Parabacteroides_distasonis,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_153,Lactobacillus_acidophilus; Roseburia_intestinalis; Phascolarctobacterium_faecium,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_154,Lacticaseibacillus_rhamnosus; Faecalibacterium_prausnitzii; Akkermansia_muciniphila,3,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_155,Lactobacillus_acidophilus; Intestinimonas_butyriciproducens; Parabacteroides_distasonis,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_156,Lactobacillus_acidophilus; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_157,Lactobacillus_acidophilus; Intestinimonas_butyriciproducens; Akkermansia_muciniphila,3,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_158,Lactobacillus_acidophilus; Parabacteroides_distasonis; Akkermansia_muciniphila,3,lactate/BSH; mucin+propionate; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_159,Lactobacillus_acidophilus; Phascolarctobacterium_faecium; Akkermansia_muciniphila,3,lactate/BSH; mucin+propionate; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_160,Lacticaseibacillus_rhamnosus; Faecalibacterium_prausnitzii; Phascolarctobacterium_faecium,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_161,Lacticaseibacillus_rhamnosus; Faecalibacterium_prausnitzii; Parabacteroides_distasonis,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_162,Lacticaseibacillus_rhamnosus; Intestinimonas_butyriciproducens; Akkermansia_muciniphila,3,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_163,Lacticaseibacillus_rhamnosus; Roseburia_intestinalis; Phascolarctobacterium_faecium,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_164,Lacticaseibacillus_rhamnosus; Roseburia_intestinalis; Parabacteroides_distasonis,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_165,Lacticaseibacillus_rhamnosus; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_166,Lacticaseibacillus_rhamnosus; Phascolarctobacterium_faecium; Akkermansia_muciniphila,3,lactate/BSH; mucin+propionate; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_167,Lacticaseibacillus_rhamnosus; Intestinimonas_butyriciproducens; Parabacteroides_distasonis,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_168,Bifidobacterium_longum; Intestinimonas_butyriciproducens; Parabacteroides_distasonis,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_169,Bifidobacterium_longum; Parabacteroides_distasonis; Akkermansia_muciniphila,3,lactate/BSH; mucin+propionate; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_170,Lactobacillus_acidophilus; Roseburia_intestinalis; Parabacteroides_distasonis,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_171,Bifidobacterium_longum; Intestinimonas_butyriciproducens; Akkermansia_muciniphila,3,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_172,Lacticaseibacillus_rhamnosus; Parabacteroides_distasonis; Akkermansia_muciniphila,3,lactate/BSH; mucin+propionate; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_173,Lactobacillus_acidophilus; Faecalibacterium_prausnitzii; Parabacteroides_distasonis,3,butyrate; lactate/BSH; propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_174,Lactobacillus_acidophilus; Faecalibacterium_prausnitzii; Akkermansia_muciniphila,3,butyrate; lactate/BSH; mucin+propionate,3,no,yes,yes,4.75,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain; restores depleted protective taxon
MECHCOMBO_175,Anaerostipes_hadrus; Faecalibacterium_prausnitzii; Parabacteroides_distasonis; Akkermansia_muciniphila,4,butyrate; mucin+propionate; propionate,3,no,no,yes,4.5,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_176,Anaerostipes_hadrus; Faecalibacterium_prausnitzii; Phascolarctobacterium_faecium; Akkermansia_muciniphila,4,butyrate; mucin+propionate; propionate,3,no,no,yes,4.5,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_177,Faecalibacterium_prausnitzii; Roseburia_intestinalis; Phascolarctobacterium_faecium; Akkermansia_muciniphila,4,butyrate; mucin+propionate; propionate,3,no,no,yes,4.5,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_178,Faecalibacterium_prausnitzii; Roseburia_intestinalis; Parabacteroides_distasonis; Akkermansia_muciniphila,4,butyrate; mucin+propionate; propionate,3,no,no,yes,4.5,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_179,Faecalibacterium_prausnitzii; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium; Akkermansia_muciniphila,4,butyrate; mucin+propionate; propionate,3,no,no,yes,4.5,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_180,Anaerostipes_hadrus; Roseburia_intestinalis; Phascolarctobacterium_faecium; Akkermansia_muciniphila,4,butyrate; mucin+propionate; propionate,3,no,no,yes,4.5,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_181,Anaerostipes_hadrus; Roseburia_intestinalis; Parabacteroides_distasonis; Akkermansia_muciniphila,4,butyrate; mucin+propionate; propionate,3,no,no,yes,4.5,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_182,Anaerostipes_hadrus; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium; Akkermansia_muciniphila,4,butyrate; mucin+propionate; propionate,3,no,no,yes,4.5,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_183,Anaerostipes_hadrus; Intestinimonas_butyriciproducens; Parabacteroides_distasonis; Akkermansia_muciniphila,4,butyrate; mucin+propionate; propionate,3,no,no,yes,4.5,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_184,Anaerostipes_hadrus; Phascolarctobacterium_faecium; Parabacteroides_distasonis; Akkermansia_muciniphila,4,butyrate; mucin+propionate; propionate,3,no,no,yes,4.5,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_185,Lactobacillus_acidophilus; Lacticaseibacillus_rhamnosus; Roseburia_intestinalis; Akkermansia_muciniphila,4,butyrate; lactate/BSH; mucin+propionate,3,no,yes,no,4.5,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain
MECHCOMBO_186,Roseburia_intestinalis; Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium; Akkermansia_muciniphila,4,butyrate; mucin+propionate; propionate,3,no,no,yes,4.5,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_187,Roseburia_intestinalis; Intestinimonas_butyriciproducens; Parabacteroides_distasonis; Akkermansia_muciniphila,4,butyrate; mucin+propionate; propionate,3,no,no,yes,4.5,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_188,Faecalibacterium_prausnitzii; Intestinimonas_butyriciproducens; Parabacteroides_distasonis; Akkermansia_muciniphila,4,butyrate; mucin+propionate; propionate,3,no,no,yes,4.5,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_189,Faecalibacterium_prausnitzii; Phascolarctobacterium_faecium; Parabacteroides_distasonis; Akkermansia_muciniphila,4,butyrate; mucin+propionate; propionate,3,no,no,yes,4.5,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_190,Roseburia_intestinalis; Phascolarctobacterium_faecium; Parabacteroides_distasonis; Akkermansia_muciniphila,4,butyrate; mucin+propionate; propionate,3,no,no,yes,4.5,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_191,Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium; Parabacteroides_distasonis; Akkermansia_muciniphila,4,butyrate; mucin+propionate; propionate,3,no,no,yes,4.5,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_192,Intestinimonas_butyriciproducens; Phascolarctobacterium_faecium; Akkermansia_muciniphila,3,butyrate; mucin+propionate; propionate,3,no,no,yes,4.25,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_193,Roseburia_intestinalis; Parabacteroides_distasonis; Akkermansia_muciniphila,3,butyrate; mucin+propionate; propionate,3,no,no,yes,4.25,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_194,Lactobacillus_acidophilus; Roseburia_intestinalis; Akkermansia_muciniphila,3,butyrate; lactate/BSH; mucin+propionate,3,no,yes,no,4.25,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain
MECHCOMBO_195,Lacticaseibacillus_rhamnosus; Roseburia_intestinalis; Akkermansia_muciniphila,3,butyrate; lactate/BSH; mucin+propionate,3,no,yes,no,4.25,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; includes QPS deliverable strain
MECHCOMBO_196,Roseburia_intestinalis; Phascolarctobacterium_faecium; Akkermansia_muciniphila,3,butyrate; mucin+propionate; propionate,3,no,no,yes,4.25,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_197,Faecalibacterium_prausnitzii; Parabacteroides_distasonis; Akkermansia_muciniphila,3,butyrate; mucin+propionate; propionate,3,no,no,yes,4.25,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_198,Faecalibacterium_prausnitzii; Phascolarctobacterium_faecium; Akkermansia_muciniphila,3,butyrate; mucin+propionate; propionate,3,no,no,yes,4.25,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_199,Anaerostipes_hadrus; Parabacteroides_distasonis; Akkermansia_muciniphila,3,butyrate; mucin+propionate; propionate,3,no,no,yes,4.25,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_200,Anaerostipes_hadrus; Phascolarctobacterium_faecium; Akkermansia_muciniphila,3,butyrate; mucin+propionate; propionate,3,no,no,yes,4.25,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
MECHCOMBO_201,Intestinimonas_butyriciproducens; Parabacteroides_distasonis; Akkermansia_muciniphila,3,butyrate; mucin+propionate; propionate,3,no,no,yes,4.25,,preclinical_mechanism_hypothesis_not_efficacy,pending_all_members_need_genome_screen,covers 3 SCFA/bile niches; restores depleted protective taxon
