rank,members,n_strains,axes,n_axes,diversity_mean,effect_mean_g,propionate_frac,culturability_mean,genus_diversity,spore_frac,composite_v2
2895,Barnesiella_intestinihominis; Alistipes_putredinis; Bacteroides_salyersiae; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.202,0.195,0.8,0.82,1.0,0.2,0.6261
2896,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.214,0.23,0.6,0.77,1.0,0.2,0.6261
2897,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.232,0.195,0.4,0.73,1.0,0.6,0.6261
2898,Alistipes_putredinis; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.164,0.216,0.6,0.81,1.0,0.4,0.6261
2899,Barnesiella_intestinihominis; Bacteroides_intestinalis; Turicibacter_sanguinis; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.187,0.216,0.5,0.8,1.0,0.5,0.6261
2900,Barnesiella_intestinihominis; Eubacterium_eligens; Alistipes_indistinctus; Ruminococcus_lactaris,4,propionate+mucin,2,0.258,0.215,0.5,0.775,1.0,0.5,0.626
2901,Barnesiella_intestinihominis; Bacteroides_dorei; Bacteroides_intestinalis; Turicibacter_sanguinis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.187,0.208,0.6,0.83,0.8,0.4,0.626
2902,Barnesiella_intestinihominis; Bacteroides_dorei; Fretibacterium_fastidiosum,3,propionate+mucin,2,0.191,0.225,0.67,0.8,1.0,0.0,0.626
2903,Barnesiella_intestinihominis; Bacteroides_salyersiae; Butyrivibrio_crossotus; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.134,0.238,0.6,0.82,1.0,0.2,0.6259
2904,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.183,0.246,0.75,0.838,0.75,0.0,0.6258
2905,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Bacteroides_salyersiae,5,propionate+mucin,2,0.235,0.234,0.6,0.84,0.8,0.4,0.6258
2906,Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_eligens; Ruminococcus_lactaris; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.24,0.205,0.6,0.8,1.0,0.4,0.6258
2907,Odoribacter_splanchnicus; Alistipes_indistinctus; Bacteroides_salyersiae; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.18,0.223,0.75,0.8,1.0,0.0,0.6258
2908,Alistipes_putredinis; Alistipes_indistinctus; Bacteroides_dorei; Turicibacter_sanguinis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.19,0.21,0.6,0.8,0.8,0.4,0.6257
2909,Odoribacter_splanchnicus; Eubacterium_siraeum; Bacteroides_dorei; Ruminococcus_lactaris; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.21,0.212,0.4,0.81,1.0,0.6,0.6257
2910,Bacteroides_cellulosilyticus; Alistipes_indistinctus; Butyrivibrio_crossotus; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.113,0.267,0.6,0.82,1.0,0.2,0.6257
2911,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_dorei; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.222,0.237,0.5,0.812,1.0,0.25,0.6256
2912,Barnesiella_intestinihominis; Alistipes_indistinctus; Bacteroides_intestinalis; Turicibacter_sanguinis,4,propionate+mucin,2,0.21,0.202,0.75,0.8,1.0,0.25,0.6256
2913,Eubacterium_eligens; Eubacterium_siraeum; Alistipes_indistinctus; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.2,0.246,0.4,0.85,0.8,0.6,0.6256
2914,Bacteroides_cellulosilyticus; Alistipes_indistinctus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.169,0.235,0.6,0.82,0.8,0.4,0.6256
2915,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Turicibacter_sanguinis,4,propionate+mucin,2,0.214,0.225,0.75,0.838,0.75,0.25,0.6256
2916,Alistipes_putredinis; Ruminococcus_lactaris; Bacteroides_intestinalis; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.16,0.22,0.6,0.82,1.0,0.4,0.6256
2917,Eubacterium_eligens; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.203,0.264,0.4,0.88,0.6,0.6,0.6256
2918,Eubacterium_eligens; Bacteroides_dorei; Bacteroides_intestinalis; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.183,0.23,0.6,0.9,0.6,0.4,0.6255
2919,Odoribacter_splanchnicus; Eubacterium_eligens; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.209,0.251,0.6,0.84,0.8,0.2,0.6255
2920,Odoribacter_splanchnicus; Eubacterium_eligens; Alistipes_indistinctus; Bacteroides_salyersiae; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.206,0.233,0.6,0.81,1.0,0.2,0.6255
2921,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_intestinalis; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.202,0.195,0.8,0.82,1.0,0.2,0.6255
2922,Alistipes_putredinis; Bacteroides_dorei; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.17,0.207,0.6,0.81,1.0,0.4,0.6255
2923,Odoribacter_splanchnicus; Alistipes_putredinis; Ruminococcus_lactaris; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.195,0.227,0.4,0.74,1.0,0.4,0.6255
2924,Barnesiella_intestinihominis; Bacteroides_dorei; Turicibacter_sanguinis; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.194,0.204,0.5,0.8,1.0,0.5,0.6254
2925,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Turicibacter_sanguinis,5,propionate+mucin,2,0.234,0.234,0.6,0.84,0.8,0.4,0.6254
2926,Barnesiella_intestinihominis; Eubacterium_eligens; Alistipes_indistinctus; Bacteroides_intestinalis; Turicibacter_sanguinis,5,propionate+mucin,2,0.231,0.216,0.6,0.81,1.0,0.4,0.6254
2927,Alistipes_putredinis; Eubacterium_eligens; Intestinimonas_butyriciproducens,3,propionate+butyrate,2,0.268,0.245,0.33,0.8,1.0,0.67,0.6254
2928,Eubacterium_eligens; Bacteroides_intestinalis; Bacteroides_salyersiae; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.181,0.243,0.5,0.887,0.75,0.5,0.6254
2929,Odoribacter_splanchnicus; Bacteroides_intestinalis; Butyrivibrio_crossotus; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.134,0.237,0.6,0.82,1.0,0.2,0.6253
2930,Alistipes_putredinis; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Turicibacter_sanguinis,4,propionate+mucin,2,0.217,0.227,0.75,0.8,0.75,0.25,0.6253
2931,Alistipes_putredinis; Eubacterium_siraeum; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.204,0.221,0.4,0.8,1.0,0.6,0.6253
2932,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_siraeum; Alistipes_indistinctus; Ruminococcus_lactaris,5,propionate+mucin,2,0.259,0.21,0.6,0.78,0.8,0.4,0.6253
2933,Bacteroides_dorei; Bacteroides_intestinalis; Intestinimonas_butyriciproducens,3,propionate+butyrate+mucin,3,0.169,0.222,0.67,0.883,0.67,0.33,0.6252
2934,Barnesiella_intestinihominis; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus,3,propionate+butyrate+mucin,3,0.204,0.243,0.33,0.783,1.0,0.67,0.6252
2935,Odoribacter_splanchnicus; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.189,0.206,0.6,0.82,0.8,0.4,0.6252
2936,Odoribacter_splanchnicus; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Ruminococcus_lactaris,4,propionate+mucin,2,0.242,0.229,0.5,0.812,1.0,0.5,0.6252
2937,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Turicibacter_sanguinis,5,propionate+mucin,2,0.237,0.236,0.6,0.81,0.8,0.4,0.6251
2938,Bacteroides_cellulosilyticus; Alistipes_indistinctus; Ruminococcus_lactaris; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.164,0.239,0.6,0.83,0.8,0.4,0.6251
2939,Alistipes_indistinctus; Bacteroides_intestinalis; Bacteroides_salyersiae,3,propionate+mucin,2,0.168,0.214,1.0,0.9,0.67,0.0,0.6251
2940,Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Bacteroides_salyersiae,3,propionate+mucin,2,0.173,0.245,1.0,0.95,0.33,0.0,0.6251
2941,Odoribacter_splanchnicus; Alistipes_indistinctus; Ruminococcus_lactaris; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.169,0.211,0.6,0.79,1.0,0.4,0.6251
2942,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+mucin,2,0.207,0.214,0.8,0.83,0.8,0.2,0.625
2943,Alistipes_putredinis; Bacteroides_dorei; Ruminococcus_lactaris; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.166,0.21,0.6,0.82,1.0,0.4,0.625
2944,Eubacterium_eligens; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.163,0.268,0.4,0.85,1.0,0.6,0.625
2945,Alistipes_putredinis; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.186,0.247,0.4,0.79,1.0,0.6,0.6249
2946,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Bacteroides_dorei; Turicibacter_sanguinis,4,propionate+mucin,2,0.222,0.213,0.75,0.838,0.75,0.25,0.6249
2947,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_dorei; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.208,0.185,0.8,0.82,1.0,0.2,0.6249
2948,Barnesiella_intestinihominis; Alistipes_indistinctus; Bacteroides_dorei; Turicibacter_sanguinis,4,propionate+mucin,2,0.218,0.19,0.75,0.8,1.0,0.25,0.6249
2949,Eubacterium_eligens; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Bacteroides_salyersiae,4,propionate+mucin,2,0.208,0.252,0.75,0.925,0.5,0.25,0.6249
2950,Eubacterium_eligens; Alistipes_indistinctus; Bacteroides_intestinalis; Bacteroides_salyersiae,4,propionate+mucin,2,0.205,0.228,0.75,0.887,0.75,0.25,0.6249
2951,Barnesiella_intestinihominis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Bacteroides_dorei; Turicibacter_sanguinis,5,propionate+mucin,2,0.24,0.225,0.6,0.84,0.8,0.4,0.6248
2952,Barnesiella_intestinihominis; Eubacterium_eligens; Alistipes_indistinctus; Bacteroides_dorei; Turicibacter_sanguinis,5,propionate+mucin,2,0.237,0.206,0.6,0.81,1.0,0.4,0.6248
2953,Odoribacter_splanchnicus; Eubacterium_siraeum; Bacteroides_salyersiae; Parabacteroides_goldsteinii,4,propionate+mucin,2,0.195,0.208,0.75,0.875,1.0,0.25,0.6248
2954,Alistipes_putredinis; Eubacterium_siraeum; Ruminococcus_lactaris; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.199,0.225,0.4,0.81,1.0,0.6,0.6247
2955,Odoribacter_splanchnicus; Bacteroides_dorei; Butyrivibrio_crossotus; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.14,0.228,0.6,0.82,1.0,0.2,0.6247
2956,Alistipes_putredinis; Alistipes_indistinctus; Bacteroides_dorei; Bacteroides_intestinalis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.183,0.206,1.0,0.88,0.6,0.0,0.6247
2957,Odoribacter_splanchnicus; Ruminococcus_lactaris; Bacteroides_intestinalis; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.185,0.209,0.6,0.83,0.8,0.4,0.6247
2958,Eubacterium_eligens; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.149,0.275,0.4,0.82,1.0,0.4,0.6247
2959,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.205,0.226,0.4,0.76,1.0,0.6,0.6247
2960,Eubacterium_eligens; Bacteroides_dorei; Bacteroides_salyersiae; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.189,0.231,0.5,0.887,0.75,0.5,0.6247
2961,Odoribacter_splanchnicus; Alistipes_putredinis; Eubacterium_siraeum; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+mucin,2,0.242,0.2,0.6,0.81,1.0,0.4,0.6246
2962,Barnesiella_intestinihominis; Intestinimonas_butyriciproducens; Fretibacterium_fastidiosum,3,propionate+butyrate+mucin,3,0.18,0.256,0.33,0.733,1.0,0.33,0.6246
2963,Odoribacter_splanchnicus; Bacteroides_dorei; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.196,0.196,0.6,0.82,0.8,0.4,0.6246
2964,Alistipes_putredinis; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.171,0.254,0.4,0.76,1.0,0.4,0.6246
2965,Alistipes_putredinis; Eubacterium_siraeum; Alistipes_indistinctus; Bacteroides_intestinalis; Bacteroides_salyersiae,5,propionate+mucin,2,0.216,0.22,0.8,0.87,0.6,0.2,0.6245
2966,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Eubacterium_siraeum; Turicibacter_sanguinis,4,propionate+mucin,2,0.27,0.196,0.5,0.775,1.0,0.5,0.6245
2967,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.213,0.236,0.6,0.83,1.0,0.4,0.6244
2968,Barnesiella_intestinihominis; Alistipes_putredinis; Alistipes_indistinctus; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.19,0.226,0.8,0.79,0.8,0.0,0.6244
2969,Odoribacter_splanchnicus; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Turicibacter_sanguinis,4,propionate+butyrate+mucin,3,0.197,0.202,0.5,0.787,1.0,0.5,0.6244
2970,Odoribacter_splanchnicus; Eubacterium_siraeum; Bacteroides_salyersiae; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.173,0.242,0.4,0.81,1.0,0.4,0.6244
2971,Eubacterium_eligens; Bacteroides_salyersiae; Butyrivibrio_crossotus,3,propionate+butyrate+mucin,3,0.188,0.25,0.33,0.867,1.0,0.67,0.6244
2972,Barnesiella_intestinihominis; Intestinimonas_butyriciproducens; Bacteroides_salyersiae; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.167,0.209,0.6,0.81,1.0,0.4,0.6244
2973,Alistipes_putredinis; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Parabacteroides_goldsteinii,4,propionate+mucin,2,0.187,0.227,0.75,0.825,1.0,0.25,0.6244
2974,Barnesiella_intestinihominis; Eubacterium_siraeum; Bacteroides_intestinalis; Turicibacter_sanguinis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.198,0.225,0.4,0.81,1.0,0.6,0.6243
2975,Barnesiella_intestinihominis; Eubacterium_siraeum; Bacteroides_dorei; Bacteroides_intestinalis; Bacteroides_salyersiae,5,propionate+mucin,2,0.22,0.209,0.8,0.9,0.6,0.2,0.6242
2976,Eubacterium_eligens; Alistipes_indistinctus; Bacteroides_dorei; Bacteroides_salyersiae,4,propionate+mucin,2,0.212,0.217,0.75,0.887,0.75,0.25,0.6242
2977,Eubacterium_eligens; Bacteroides_cellulosilyticus; Bacteroides_dorei; Bacteroides_salyersiae,4,propionate+mucin,2,0.216,0.24,0.75,0.925,0.5,0.25,0.6242
2978,Alistipes_indistinctus; Bacteroides_dorei; Bacteroides_salyersiae,3,propionate+mucin,2,0.178,0.198,1.0,0.9,0.67,0.0,0.6241
2979,Odoribacter_splanchnicus; Bacteroides_dorei; Ruminococcus_lactaris; Bacteroides_salyersiae; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.191,0.2,0.6,0.83,0.8,0.4,0.6241
2980,Bacteroides_cellulosilyticus; Bacteroides_dorei; Bacteroides_salyersiae,3,propionate+mucin,2,0.183,0.229,1.0,0.95,0.33,0.0,0.6241
2981,Eubacterium_eligens; Alistipes_indistinctus; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,5,propionate+butyrate+mucin,3,0.197,0.229,0.4,0.8,1.0,0.6,0.6241
2982,Odoribacter_splanchnicus; Eubacterium_eligens; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.205,0.219,0.4,0.79,1.0,0.6,0.6241
2983,Eubacterium_eligens; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Bacteroides_salyersiae,5,propionate+butyrate+mucin,3,0.2,0.247,0.4,0.83,0.8,0.6,0.6241
2984,Bacteroides_cellulosilyticus; Alistipes_indistinctus; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.146,0.238,0.6,0.81,1.0,0.4,0.6241
2985,Eubacterium_eligens; Eubacterium_siraeum; Bacteroides_cellulosilyticus; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.181,0.267,0.4,0.87,0.8,0.6,0.6241
2986,Odoribacter_splanchnicus; Eubacterium_eligens; Bacteroides_cellulosilyticus; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.187,0.254,0.6,0.83,1.0,0.2,0.6241
2987,Alistipes_putredinis; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.167,0.258,0.4,0.77,1.0,0.4,0.624
2988,Eubacterium_eligens; Bacteroides_dorei; Bacteroides_intestinalis; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.16,0.232,0.6,0.89,0.8,0.4,0.624
2989,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.155,0.249,0.75,0.825,1.0,0.0,0.624
2990,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Turicibacter_sanguinis,5,propionate+mucin,2,0.243,0.204,0.6,0.77,1.0,0.4,0.624
2991,Odoribacter_splanchnicus; Alistipes_putredinis; Ruminococcus_lactaris; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,0.228,0.198,0.4,0.73,1.0,0.6,0.624
2992,Barnesiella_intestinihominis; Ruminococcus_lactaris; Bacteroides_salyersiae; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.163,0.213,0.6,0.82,1.0,0.4,0.6239
2993,Barnesiella_intestinihominis; Alistipes_putredinis; Eubacterium_eligens; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.235,0.209,0.6,0.8,1.0,0.4,0.6239
2994,Alistipes_putredinis; Bacteroides_dorei; Bacteroides_intestinalis; Turicibacter_sanguinis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.183,0.211,0.6,0.83,0.8,0.4,0.6239
2995,Alistipes_putredinis; Eubacterium_eligens; Ruminococcus_lactaris; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.229,0.233,0.25,0.775,1.0,0.75,0.6239
2996,Alistipes_putredinis; Eubacterium_siraeum; Alistipes_indistinctus; Bacteroides_dorei; Bacteroides_salyersiae,5,propionate+mucin,2,0.223,0.211,0.8,0.87,0.6,0.2,0.6239
2997,Odoribacter_splanchnicus; Alistipes_putredinis; Bacteroides_cellulosilyticus; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.21,0.232,0.6,0.77,1.0,0.2,0.6239
2998,Eubacterium_siraeum; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_dorei; Bacteroides_intestinalis,5,propionate+mucin,2,0.199,0.238,0.8,0.9,0.6,0.2,0.6239
2999,Barnesiella_intestinihominis; Odoribacter_splanchnicus; Bacteroides_salyersiae; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.205,0.187,0.8,0.82,1.0,0.2,0.6238
3000,Alistipes_putredinis; Bacteroides_salyersiae; Butyrivibrio_crossotus; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.129,0.241,0.6,0.82,1.0,0.2,0.6238
3001,Alistipes_putredinis; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Bacteroides_intestinalis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.184,0.253,0.8,0.83,0.6,0.0,0.6238
3002,Odoribacter_splanchnicus; Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.167,0.208,0.6,0.81,1.0,0.4,0.6238
3003,Odoribacter_splanchnicus; Ruminococcus_lactaris; Bacteroides_salyersiae; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.192,0.206,0.5,0.8,1.0,0.5,0.6238
3004,Odoribacter_splanchnicus; Eubacterium_eligens; Eubacterium_siraeum; Bacteroides_salyersiae,4,propionate+mucin,2,0.264,0.223,0.5,0.863,0.75,0.5,0.6238
3005,Barnesiella_intestinihominis; Eubacterium_eligens; Ruminococcus_lactaris; Bacteroides_intestinalis,4,propionate+mucin,2,0.25,0.217,0.5,0.812,1.0,0.5,0.6237
3006,Barnesiella_intestinihominis; Alistipes_putredinis; Turicibacter_sanguinis; Parabacteroides_goldsteinii,4,propionate+mucin,2,0.215,0.194,0.75,0.787,1.0,0.25,0.6237
3007,Barnesiella_intestinihominis; Eubacterium_siraeum; Bacteroides_dorei; Turicibacter_sanguinis; Butyrivibrio_crossotus,5,propionate+butyrate+mucin,3,0.204,0.216,0.4,0.81,1.0,0.6,0.6237
3008,Eubacterium_eligens; Bacteroides_intestinalis; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,4,propionate+butyrate+mucin,3,0.152,0.246,0.5,0.875,1.0,0.5,0.6236
3009,Barnesiella_intestinihominis; Eubacterium_eligens; Butyrivibrio_crossotus; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.167,0.252,0.4,0.8,1.0,0.4,0.6236
3010,Bacteroides_cellulosilyticus; Alistipes_indistinctus; Ruminococcus_lactaris; Butyrivibrio_crossotus; Parabacteroides_goldsteinii,5,propionate+butyrate+mucin,3,0.142,0.241,0.6,0.82,1.0,0.4,0.6236
3011,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_intestinalis; Fretibacterium_fastidiosum,4,propionate+mucin,2,0.208,0.252,0.5,0.812,1.0,0.25,0.6236
3012,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Turicibacter_sanguinis; Parabacteroides_goldsteinii,5,propionate+mucin,2,0.184,0.216,0.8,0.82,1.0,0.2,0.6235
3013,Barnesiella_intestinihominis; Alistipes_putredinis; Turicibacter_sanguinis; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,0.189,0.231,0.4,0.74,1.0,0.4,0.6235
3014,Odoribacter_splanchnicus; Eubacterium_eligens; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Bacteroides_salyersiae,5,propionate+mucin,2,0.238,0.226,0.6,0.84,0.8,0.4,0.6235
3015,Barnesiella_intestinihominis; Alistipes_indistinctus; Bacteroides_dorei; Bacteroides_intestinalis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.185,0.224,0.8,0.83,0.8,0.0,0.6235
3016,Odoribacter_splanchnicus; Eubacterium_eligens; Alistipes_indistinctus; Ruminococcus_lactaris; Bacteroides_salyersiae,5,propionate+mucin,2,0.235,0.207,0.6,0.81,1.0,0.4,0.6235
3017,Alistipes_putredinis; Bacteroides_intestinalis; Turicibacter_sanguinis; Butyrivibrio_crossotus,4,propionate+butyrate+mucin,3,0.181,0.22,0.5,0.8,1.0,0.5,0.6235
3018,Barnesiella_intestinihominis; Bacteroides_cellulosilyticus; Bacteroides_dorei; Bacteroides_intestinalis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0.188,0.242,0.8,0.86,0.6,0.0,0.6235
3019,Barnesiella_intestinihominis; Ruminococcus_lactaris; Bacteroides_intestinalis,3,propionate+mucin,2,0.228,0.199,0.67,0.8,1.0,0.33,0.6235
3020,Alistipes_putredinis; Bacteroides_intestinalis; Fretibacterium_fastidiosum,3,propionate+mucin,2,0.173,0.246,0.67,0.8,1.0,0.0,0.6234
3021,Odoribacter_splanchnicus; Eubacterium_eligens; Alistipes_indistinctus; Butyrivibrio_crossotus,4,propionate+butyrate,2,0.239,0.231,0.5,0.812,1.0,0.5,0.6234
3022,Alistipes_putredinis; Eubacterium_eligens; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Turicibacter_sanguinis,5,propionate+mucin,2,0.23,0.237,0.6,0.84,0.8,0.4,0.6232
3023,Odoribacter_splanchnicus; Bacteroides_cellulosilyticus; Ruminococcus_lactaris; Bacteroides_salyersiae,4,propionate+mucin,2,0.219,0.214,0.75,0.837,0.75,0.25,0.6232
3024,Odoribacter_splanchnicus; Alistipes_indistinctus; Ruminococcus_lactaris; Bacteroides_salyersiae,4,propionate+mucin,2,0.215,0.191,0.75,0.8,1.0,0.25,0.6232
