evidence_id,source_database,source_accession,source_url,title,abstract,publication_types,clinical_interventions,enrollment,phase,primary_outcomes,secondary_outcomes,arms,detail_status
PMID:29661605,PubMed,29661605,https://pubmed.ncbi.nlm.nih.gov/29661605/,Effect of alive probiotic on insulin resistance in type 2 diabetes patients: Randomized clinical trial.,"Probiotics have beneficial effect on obesity related disorders in animal models. Despite a large number of animal data, randomized placebo-controlled trials (RCT) concluded that probiotics have a moderate effect on glycemic control-related parameters. However, effect of probiotics on insulin resistance are inconsistent.; In a double-blind single center RCT, effect of alive multistrain probiotic vs. placebo on insulin resistance in type 2 diabetes patient were assessed.; A total of 53 patients met the criteria for inclusion. They were randomly assigned to receive multiprobiotic ""Symbiter"" (concentrated biomass of 14 probiotic bacteria genera Bifidobacterium, Lactobacillus, Lactococcus, Propionibacterium) or placebo for 8-weeks administered as a sachet formulation. The primary main outcome was the change HOMA-IR (homeostasis model assessment-estimated insulin resistance) which calculated using Matthews et al.'s equation. Secondary outcomes were the changes in glycemic control-related parameters, anthropomorphic variables and cytokines.; Supplementation with alive multiprobiotic for 8 weeks was associated with significant reduction of HOMA-IR from 6.85 ± 0.76 to 5.13 ± 0.49 (p = 0.047), but remained static in the placebo group. With respect to our secondary outcomes, HbA1c insignificant decreased by 0.09% (p = 0.383) and 0.24% (p = 0.068) respectively in placebo and probiotics groups. However, in probiotic responders (n = 22, patient with decrease in HOMA-IR) after supplementation a significant reduction in HbA1c by 0.39% (p = 0.022) as compared to non-responders was observed. In addition, from markers of chronic systemic inflammatory state only TNF-α and IL-1β changes significantly after treatment with probiotics.; Probiotic therapies modestly improved insulin resistance in patients with type 2 diabetes.",Journal Article; Randomized Controlled Trial,,,,,,,ok
PMID:27126957,PubMed,27126957,https://pubmed.ncbi.nlm.nih.gov/27126957/,Beneficial effects of Bifidobacterium lactis on lipid profile and cytokines in patients with metabolic syndrome: A randomized trial. Effects of probiotics on metabolic syndrome.,"Human studies have shown the beneficial effects of probiotic microorganisms on the parameters of metabolic syndrome (MetS) and other cardiovascular risks, but to our knowledge the effect of Bifidobacterium lactis has not yet been reported. The aim of this study was to evaluate the effect of consumption of milk containing the probiotic B. lactis HN019 on the classical parameters of MetS and other related cardiovascular risk factors.; Fifty-one patients with MetS were selected and divided into a control group (n = 25) and a probiotic group (n = 26). The probiotic group consumed fermented milk with probiotics over the course of 45 d. The effects of B. lactis on lipid profile, glucose metabolism, and proinflammatory cytokines (tumor necrosis factor-α and interleukin-6) were assessed in blood samples of the individuals at the baseline and after 45 d.; Daily ingestion of 80 mL fermented milk with 2.72 × 10(10) colony-forming units of B. lactis HN019 showed significant reduction in body mass index (P = 0.017), total cholesterol (P = 0.009), and low-density lipoprotein (P = 0.008) compared with baseline and control group values. Furthermore, a significant decrease in tumor necrosis factor-α (P = 0.033) and interleukin-6 (P = 0.044) proinflammatory cytokines was observed.; These data showed potential effects of B. lactis HN019 in reducing obesity, blood lipids, and some inflammatory markers, which may reduce cardiovascular risk in patients with MetS.",Journal Article; Randomized Controlled Trial,,,,,,,ok
NCT:NCT02288572,ClinicalTrials.gov,NCT02288572,https://clinicaltrials.gov/study/NCT02288572,Probiotic Bacteria in Prevention of the Metabolic Syndrome,,,Lactobacillus plantarum PCS 26; Placebo,16,PHASE2,Serum lipids concentrations after daily consumption of dietary supplement in patients with the metabolic syndrome,Measures of body composition after daily consumption of dietary supplement in patients with the metabolic syndrome,Lactobacillus plantarum PCS 26; Placebo,ok
PMID:22872030,PubMed,22872030,https://pubmed.ncbi.nlm.nih.gov/22872030/,"The influence of probiotic supplementation on gut permeability in patients with metabolic syndrome: an open label, randomized pilot study.","Obesity and metabolic disorders are linked to inflammation via gut microbiota and/or gut permeability. Gut-derived endotoxin triggers inflammation leading to metabolic syndrome (MetS) and contributing to oxidative stress. We intended to investigate the effect of Lactobacillus casei Shirota on gut permeability, presence of endotoxin and neutrophil function in MetS.; Patients with MetS were randomized to receive 3 × 6.5 × 10⁹ CFU L. casei Shirota (probiotic group) or not for 3 months. Gut permeability was assessed by a differential sugar absorption method and by determination of diaminooxidase serum levels, endotoxin by an adapted limulus amoebocyte lysate assay, neutrophil function and toll-like receptor (TLR) expression by flow cytometry and ELISA was used to detect lipopolysaccharide-binding protein (LBP) and soluble CD14 (sCD14) levels.; Twenty-eight patients and 10 healthy controls were included. Gut permeability was significantly increased in MetS compared with controls but did not differ between patient groups. None of the patients were positive for endotoxin. LBP and sCD14 levels were not significantly different from healthy controls. High-sensitive C-reactive protein and LBP levels slightly but significantly increased after 3 months within the probiotics group. Neutrophil function and TLR expression did not differ from healthy controls or within the patient groups.; Gut permeability of MetS patients was increased significantly compared with healthy controls. L. casei Shirota administration in the MetS patients did not have any influence on any parameter tested possibly due to too-short study duration or underdosing of L. casei Shirota.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",,,,,,,ok
EUROPEPMC:42044114,PubMed,42044114,https://europepmc.org/article/MED/42044114,"Dietary phytochemical index is associated with systemic inflammation, insulin resistance, and gut microbiota-derived metabolites in individuals with obesity: A cross-sectional study.","Obesity is linked to chronic inflammation, insulin resistance, and gut microbiota dysbiosis, partly via TMAO. This study investigates associations between dietary patterns, as indexed by the Dietary Phytochemical Index (DPI), with insulin resistance, inflammatory markers, and TMAO.; In this cross-sectional study, 600 adults with obesity (BMI ≥ 30 kg/m²) without diagnosed comorbidities were evaluated. Dietary intake was assessed using a validated 110-item FFQ, and the DPI was computed. Fasting blood samples were analyzed for glucose, insulin, HOMA-IR, lipid profile, CRP, IL-6, TNF-α, LBP, adiponectin, and TMAO. Multivariable regression and mediation analyses were performed.; Participants in the highest DPI quartile exhibited lower mean BMI, waist circumference, and fat mass compared to those in the lowest quartile. They also had lower fasting plasma glucose (4.52 ± 0.06 mmol/L vs. 5.92 ± 0.24 mmol/L; P < 0.001), lower insulin concentrations (65.6 ± 2.4 pmol/L vs. 120.4 ± 18.0 pmol/L; P < 0.001), and lower HOMA-IR values (1.90 ± 0.09 vs. 4.59 ± 0.82; P < 0.001). Higher DPI was associated with lower concentrations of CRP, TNF-α, and TMAO, and higher concentrations of adiponectin and HDL-C (all P < 0.001).; Higher DPI was associated with lower systemic inflammation and better insulin sensitivity. These findings highlight the potential role of phytochemical-rich diets in supporting insulin resistance and metabolic disturbances among obese adults; however, prospective randomized controlled trials are required to confirm these associations and establish causality.",Journal Article,,,,,,,ok
EUROPEPMC:38744950,PubMed,38744950,https://europepmc.org/article/MED/38744950,"Effect of weight loss program using prebiotics and probiotics on body composition, physique, and metabolic products: longitudinal intervention study.","The relationship between gut microbiota and obesity has recently been an important subject for research as the gut microbiota is thought to affect body homeostasis including body weight and composition, intervening with pro and prebiotics is an intelligent possible way for obesity management. To evaluate the effect of hypo caloric adequate fiber regimen with probiotic supplementation and physical exercise, whether it will have a good impact on health, body composition, and physique among obese Egyptian women or has no significant effect. The enrolled 58 women, in this longitudinal follow-up intervention study; followed a weight loss eating regimen (prebiotic), including a low-carbohydrate adequate-fiber adequate-protein dietary pattern with decreased energy intake. They additionally received daily probiotic supplements in the form of yogurt and were instructed to exercise regularly for 3 months. Anthropometric measurements, body composition, laboratory investigations, and microbiota analysis were obtained before and after the 3 months weight loss program. Statistically highly significant differences in the anthropometry, body composition parameters: and obesity-related biomarkers (Leptin, ALT, and AST) between the pre and post-follow-up measurements at the end of the study as they were all decreased. The prebiotic and probiotic supplementation induced statistically highly significant alterations in the composition of the gut microbiota with increased relative abundance of Lactobacillus, Bifidobacteria, and Bacteroidetes and decreased relative abundance of Firmicutes and Firmicutes/Bacteroidetes Ratio. Hypo caloric adequate fiber regimen diet with probiotics positively impacts body composition and is effective for weight loss normalizing serum Leptin and AST.",Journal Article,,,,,,,ok
EUROPEPMC:39290267,PubMed,39290267,https://europepmc.org/article/MED/39290267,The complex link between the gut microbiome and obesity-associated metabolic disorders: Mechanisms and therapeutic opportunities.,Microbial interactions are widespread and important processes that support the link between disease and microbial ecology. The gut microbiota is a major source of microbial stimuli that can have detrimental or beneficial effects on human health. It is also an endocrine organ that maintains energy homeostasis and host immunity. Obesity is a highly and increasingly prevalent metabolic disease and the leading cause of preventable death worldwide. An imbalance in the gut microbiome is associated with several diseases including obesity-related metabolic disorders. This review summarizes the complex association between the gut microbiome and obesity-associated metabolic diseases and validates the role and mechanisms of ecological dysregulation in the gut in obesity-associated metabolic disorders. Therapies that could potentially alleviate obesity-associated metabolic diseases by modulating the gut microbiota are discussed.,Journal Article; Review,,,,,,,ok
PMID:31886746,PubMed,31886746,https://pubmed.ncbi.nlm.nih.gov/31886746/,The Effect of Prebiotic Products on Decreasing Adiposity Parameters in Overweight and Obese Individuals: A Systematic Review and Meta- Analysis.,"Prebiotics are substrates selectively utilized by host microorganisms to confer health benefits. The potential of prebiotics to decrease body weight in overweight/obese individuals was suggested by some clinical and animal studies. However, these studies were based on relatively small sample sizes and the precise effects of prebiotic products have not yet been evaluated. Therefore, the present meta-analysis of Randomized Controlled Trials (RCTs) was designed to comprehensively assess the effects of prebiotic products on overweight and obese individuals.; PubMed, EMBASE and Cochrane Library were searched to identify RCT investigating the effects of prebiotic products on overweight and obese individuals. We calculated the pooled weighted mean difference (WMD) to assess the effects of prebiotic products on Body Mass Index (BMI), body weight, fat mass and inflammatory biomarkers.; Twelve RCTs with a total of 535 overweight and obese individuals were enrolled. Compared with placebo, prebiotic products decreased C reactive protein (WMD, -1.06 mg/L; 95%CI, -1.72 to - 0.40; p=0.002), tumour necrosis factor-α(WMD, -0.64 pg/mL; 95%CI, -1.11 to -0.18; p=0.006) and other inflammatory markers, such as interleukin-1β，lipopolysaccharide (p<0.05); whereas no reductions in BMI (WMD, -0.20 kg/m2; 95%CI, -0.58 to 0.19; p=0.32), body weight (WMD, -0.51 kg; 95%CI, -1.18 to 0.16; p=0.14) and fat mass (WMD, 0.11 kg; 95%CI, -0.04 to 0.25; p=0.15) were observed.; In the present analysis, comprehensive evidence suggested that prebiotic products did not decrease adiposity parameters (BMI, body weight and body fat mass), but they could decrease the levels of systemic inflammatory biomarkers, implying adherence to prebiotic products might be a promising complementary approach to managing inflammatory states in overweight and obese individuals.",Meta-Analysis; Systematic Review; Journal Article,,,,,,,ok
PMID:26599039,PubMed,26599039,https://pubmed.ncbi.nlm.nih.gov/26599039/,Red wine polyphenols modulate fecal microbiota and reduce markers of the metabolic syndrome in obese patients.,"This study evaluated the possible prebiotic effect of a moderate intake of red wine polyphenols on the modulation of the gut microbiota composition and the improvement in the risk factors for the metabolic syndrome in obese patients. Ten metabolic syndrome patients and ten healthy subjects were included in a randomized, crossover, controlled intervention study. After a washout period, the subjects consumed red wine and de-alcoholized red wine over a 30 day period for each. The dominant bacterial composition did not differ significantly between the study groups after the two red wine intake periods. In the metabolic syndrome patients, red wine polyphenols significantly increased the number of fecal bifidobacteria and Lactobacillus (intestinal barrier protectors) and butyrate-producing bacteria (Faecalibacterium prausnitzii and Roseburia) at the expense of less desirable groups of bacteria such as LPS producers (Escherichia coli and Enterobacter cloacae). The changes in gut microbiota in these patients could be responsible for the improvement in the metabolic syndrome markers. Modulation of the gut microbiota by using red wine could be an effective strategy for managing metabolic diseases associated with obesity.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",,,,,,,ok
EUROPEPMC:40431370,PubMed,40431370,https://europepmc.org/article/MED/40431370,The Role of Nutraceuticals and Probiotics in Addition to Lifestyle Intervention in the Management of Childhood Obesity-Part 1: Metabolic Changes.,"Childhood obesity is a growing global health issue. Its rising prevalence is linked to genetic, environmental, and lifestyle factors. Obesity in children could lead to different comorbidities and complications with an increased risk of metabolic disorders, such as insulin resistance, dyslipidemia, type 2 diabetes mellitus (T2DM), and metabolic dysfunction-associated steatotic liver disease (MASLD). First-line treatment involves dietary modifications and lifestyle changes; however, adherence is often poor and remains a significant challenge. Pharmacotherapy, while a potential option, has limitations in availability and can cause side effects, leading to growing interest in alternative treatments, such as nutraceutical compounds. Derived from natural sources, these compounds have different anti-inflammatory, antiallergic, antioxidant, antibacterial, antifungal, neuroprotective, antiaging, antitumor, insulin-sensitizing, glucose, and lipid-lowering effects. This review describes commonly used nutraceutical compounds, such as omega-3 fatty acids, vitamin D, polyphenols (such as resveratrol and curcumin), berberine, white mulberry leaves and others, and pre- and probiotics in the management of obesity, evaluating the evidence on their mechanisms of action and efficacy in metabolic comorbidities. The evidence suggests that the integration of nutraceuticals into the diet may positively influence body mass index, glucose metabolism, lipid profiles, and gut microbiota composition and reduce inflammation in obese individuals. These effects may provide future practical guidance for clinical practice, contribute to metabolic health improvement, and potentially prevent obesity-related complications. In this first part, we discuss the effects of nutraceutical compounds on insulin sensitivity and insulin resistance, T2DM, dyslipidemia, and MASLD in addition to diet and lifestyle interventions.",Journal Article; Review,,,,,,,ok
EUROPEPMC:40904889,PubMed,40904889,https://europepmc.org/article/MED/40904889,From gut microbial ecology to lipid homeostasis: Decoding the role of gut microbiota in dyslipidemia pathogenesis and intervention.,"Dyslipidemia, a complex disorder characterized by systemic lipid profile abnormalities, affects more than half of adults globally and constitutes a major modifiable risk factor for atherosclerotic cardiovascular disease. Mounting evidence has established the gut microbiota (GM) as a pivotal metabolic modulator that is correlated with atherogenic lipid profiles through dietary biotransformation, immunometabolic regulation, and bioactive metabolite signaling. However, the host-microbe interactions that drive dyslipidemia pathogenesis involve complex gene-environment crosstalk spanning epigenetic modifications to circadian entrainment. Mechanistically, GM perturbations disrupt lipid homeostasis via lipopolysaccharide-triggered hepatic very low-density lipoprotein overproduction, short-chain fatty acid-G protein-coupled receptor 43/41-mediated adipocyte lipolysis, bile acid-farnesoid X receptor/Takeda G protein-coupled receptor 5 axis dysfunction altering cholesterol flux, microbial β-oxidation intermediates impairing mitochondrial energetics, and host-microbiota non-coding RNA crosstalk regulating lipogenic genes. This comprehensive review systematically examines three critical dimensions, including bidirectional GM-lipid axis interactions, molecular cascades bridging microbial ecology to metabolic dysfunction, and translational applications of GM modulation through precision probiotics, structure-specific prebiotics, and a metabolically optimized fecal microbiota transplantation protocol. Notwithstanding these advances, critical gaps persist in establishing causal microbial taxa-pathway relationships and optimal intervention timing. Future directions require longitudinal multi-omic studies, gnotobiotic models for mechanistic validation, and machine learning-driven personalized microbiota profiling. This synthesis provides a framework for developing microbiota-centric strategies targeting dyslipidemia pathophysiology, with implications for precision dyslipidemia management and next-generation cardiovascular disease prevention.",Journal Article; Review,,,,,,,ok
EUROPEPMC:41299785,PubMed,41299785,https://europepmc.org/article/MED/41299785,Association of the dietary index for gut microbiota with metabolic syndrome and its components combining interpretable machine learning algorithms.,"Previous studies have emphasized the critical role of diet and gut microbiome in Metabolic syndrome (MetS). The dietary index for gut microbiota (DI-GM) represents a novel dietary index that effectively reflects the diversity of gut microbiota; nevertheless, its applicability to MetS and its components remains unknown.; For this study, we enrolled 19,702 individuals from NHANES 2007-2020. DI-GM comprises dietary information of 14 dietary components, including 10 beneficial and 4 unfavorable ones. Weighted logistic regressions evaluated associations of DI-GM with MetS and its components, whereas weighted linear regression analyzed its association with 6 MetS-related biochemical indicators. Modified Poisson regression, sensitivity analyses after multiple imputation and subgroup analyses ensured robustness. Restricted cubic spline (RCS) analysis explored whether a non-linear relationship exists. Nine machine-learning models were developed for MetS prediction, and six discrimination characteristics selected the optimal model. SHapley Additive exPlanations (SHAP) was utilized to interpret the contributions of variables for model decision-making capacity.; After fully adjusting for confounders, the DI-GM score exhibited a noticeable negative correlation with the prevalence of MetS (OR: 0.95, 95% CI: 0.93-0.97, P-value < 0.001), along with elevated waist circumference (OR: 0.91, 95% CI: 0.88-0.94, P-value < 0.001), elevated blood pressure (OR: 0.95, 95% CI: 0.93-0.98, P-value < 0.001), reduced high-density lipoprotein (OR: 0.95, 95% CI: 0.93-0.98, P-value < 0.001) and elevated fasting blood glucose (OR: 0.94, 95% CI: 0.90-0.98, P-value = 0.002). RCS exhibited a significant inverse association of DI-GM with MetS for non-linear relationship when met the score of 5. Subgroup analysis demonstrated that the association remained stable and consistent across the majority of the subgroups. XGboost presented superior performance and SHAP analysis revealed that higher DI-GM exhibited considerable inverse influence, ranking after ""BMI ≥ 30"", ""Age"", ""Race-Non-Hispanic Black"" and ""CKD-Yes"".; Our study presents compelling evidence that higher scores of the DI-GM are associated with a lower prevalence of Mets and its components. Dietary strategies that incorporate the DI-GM score could contribute to the harmonious ecological state of the gut microbiome and be crucial in the prevention of MetS.","Journal Article; Research Support, Non-U.S. Gov't",,,,,,,ok
EUROPEPMC:38903852,PubMed,38903852,https://europepmc.org/article/MED/38903852,Use of probiotics in preventing and treating excess weight and obesity. A systematic review.,"The prevalence of excess weight and obesity is increasing in an extremely concerning manner worldwide, with highly diverse therapies for current treatment. This review evaluated the scientific evidence of the past 10 years on the use of probiotics in treating excess weight and obesity in the absence of dieting.; A systematic review was conducted by searching for clinical trials on humans published in English in the PubMed, Scopus and Cochrane Central databases, using the combination of keywords ""Overweight"", ""Probiotics"" and ""Obesity"", and published between 2012 and 2022.; Six published studies met the inclusion criteria. The review showed that, although there is a lack of consensus in the literature, the use of probiotics in the absence of dieting produced a significant reduction in body weight and body mass index in 66.6% of the reviewed studies, a significant reduction in waist circumference in 80.0% of the reviewed studies, and an improvement in total body fat mass and waist circumference.; This review showed evidence of a trend in preventing body weight gain and reducing weight through the use of probiotics in individuals with excess weight or obesity. A combination of various strains of the genera Bifidobacterium and Lactobacillus was the most effective.",Journal Article,,,,,,,ok
PMID:39458486,PubMed,39458486,https://pubmed.ncbi.nlm.nih.gov/39458486/,Microbiota Transplantation in Individuals with Type 2 Diabetes and a High Degree of Insulin Resistance.,"The objective of this study was to determine the results of fecal microbiota transplantation (FMT) from healthy lean subjects in patients with type 2 diabetes (T2D); Methods: We designed a phase II, randomized, single-blind, parallel-arm clinical trial. Twenty-one subjects (12 men [57.1%] and 9 women [42.9%]), who had previously signed an informed consent were randomized to FMT from lean donors, a probiotic (Lactobacillus delbrueckii spp. bulgaricus LB-14), or placebo. Mean age at baseline was 62.5 ± 5.8 years and mean body mass index (BMI) at baseline was approximately 32.4 ± 2.4 kg/m2. Anthropometric measures, biochemical variables, oral glucose tolerance test (OGTT), and a stool microbiota analysis were performed (baseline, 4 and 12 weeks). The trial was conducted following the Declaration of Helsinki, Good Clinical Practice Guides (CPMP/ICH/135/95) and the current Spanish legislation regarding clinical trials (RD 223/2004).; Results: FMT changes occurred at the expense of the species found in the donor. No differences in weight, body mass index, HbA1c, or the results of the OGTT for glucose and insulin were found between groups after the intervention, although a decrease in uric acid was observed in the probiotic group (-0.5 mg/dL; p = 0.037) and a mild increase in HbA1c in the FMT group (+0.25%; p = 0.041); Conclusions: In our sample, neither FMT from healthy and lean donors nor a probiotic were effective in improving insulin sensitivity and HbA1c in patients with T2D.","Journal Article; Randomized Controlled Trial; Clinical Trial, Phase II",,,,,,,ok
EUROPEPMC:37474971,PubMed,37474971,https://europepmc.org/article/MED/37474971,Effects of synbiotic supplementation on intestinal microbiota composition in children and adolescents with exogenous obesity: (Probesity-2 trial).,"Gut microbiota manipulation may be a potential therapeutic target to reduce host energy storage. There is limited information about the effects of probiotics/synbiotics on intestinal microbiota composition in children and adolescents with obesity. The objective of this randomized double-blind placebo-controlled trial was to test the effects of a multispecies synbiotic on intestinal microbiota composition in children and adolescents with exogenous obesity.; Children with exogenous obesity were managed with a standard diet and increased physical activity and were randomly allocated into two groups at a ratio of 1:1; the 1st group received synbiotic supplementation (probiotic mixture including Lactobacillus acidophilus, Lacticaseibacillus. rhamnosus, Bifidobacterium bifidum, Bifidobacterium longum, Enterococcus faecium (total 2.5 × 109 CFU/sachet) and fructo-oligosaccharides (FOS; 625 mg/sachet) for 12 weeks; the 2nd group received placebo once daily for 12 weeks. Fecal samples were obtained before and at the end of the 12-week intervention to characterize the changes in the gut microbiota composition. Detailed metagenomic and bioinformatics analyses were performed.; Before the intervention, there were no significant differences in alpha diversity indicators between the synbiotic and placebo groups. After 12 weeks of intervention, the observed taxonomic units and Chao 1 were lower in the synbiotic group than at baseline (p < 0.001 for both). No difference for alpha diversity indicators was observed in the placebo group between baseline and 12 weeks of intervention. At the phylum level, the intestinal microbiota composition of the study groups was similar at baseline. The major phyla in the synbiotic group were Firmicutes (66.7%) and Bacteroidetes (18.8%). In the synbiotic group, the Bacteroidetes phylum was higher after 12 weeks than at baseline (24.0% vs. 18.8%, p < 0.01). In the synbiotic group, the Firmicutes/Bacteroidetes ratio was 3.54 at baseline and 2.75 at 12 weeks of intervention (p < 0.05). In the placebo group, the Firmicutes/Bacteroidetes ratio was 4.70 at baseline and 3.54 at 12 weeks of intervention (p < 0.05). After 12 weeks of intervention, the Firmicutes/Bacteroidetes ratio was also lower in the synbiotic group than in the placebo group (p < 0.05). In the synbiotic group, compared with the baseline, we observed a statistically significant increase in the genera Prevotella (5.28-14.4%, p < 0.001) and Dialister (9.68-13.4%; p < 0.05). Compared to baseline, we observed a statistically significant increase in the genera Prevotella (6.4-12.4%, p < 0.01) and Oscillospira (4.95% vs. 5.70%, p < 0.001) in the placebo group. In the synbiotic group, at the end of the intervention, an increase in Prevotella, Coprococcus, Lachnospiraceae (at the genus level) and Prevotella copri, Coprococcus eutactus, Ruminococcus spp. at the species level compared to baseline (predominance of Eubacterium dolichum, Lactobacillus ruminis, Clostridium ramosum, Bulleidia moorei) was observed. At the end of the 12th week of the study, when the synbiotic and placebo groups were compared, Bacteroides eggerthi species were dominant in the placebo group, while Collinsella stercoris species were dominant in the synbiotic group.; This study is the first pediatric obesity study to show that a synbiotic treatment is associated with both changes intestinal microbiota composition and decreases in BMI. Trial identifier: NCT05162209 (www.; gov).",Journal Article,,,,,,,ok
EUROPEPMC:36530587,PubMed,36530587,https://europepmc.org/article/MED/36530587,Microbiome-Targeted Therapies as an Adjunct to Traditional Weight Loss Interventions: A Systematic Review and Meta-Analysis.,"This study evaluated the effect of microbiome-targeted therapies (pre-, pro-, and synbiotics) on weight loss and other anthropometric outcomes when delivered as an adjunct to traditional weight loss interventions in overweight and obese adults.; A systematic review of three databases (Medline [PubMed], Embase, and the Cochrane Central Register of Controlled Trials) was performed to identify randomized controlled trials published between January 1, 2010 and December 31, 2020, that evaluated anthropometric outcomes following microbiome-targeted supplements in combination with dietary or dietary and exercise interventions. The pooled mean difference (MD) between treatment and control groups was calculated using a random effects model.; Twenty-one trials with 1233 adult participants (76.4% female) with overweight or obesity were included. Separate meta-analyses were conducted for probiotics (n=11 trials) and synbiotics (n=10 trials) on each anthropometric outcome; prebiotics were excluded as only a single study was found. Patient characteristics and methodologies varied widely between studies. All studies incorporated some degree of caloric restriction, while only six studies included recommendations for adjunct exercise. Compared with dietary or dietary and exercise interventions only, probiotics resulted in reductions in body weight (MD: -0.73 kg; 95% confidence interval [CI]: -1.02 to -0.44, p < 0.001), fat mass (MD: -0.61 kg; 95% CI: -0.77 to -0.45; p<0.001) and waist circumference (MD: -0.53 cm; 95% CI: -0.99 to -0.07, p=0.024) while synbiotics resulted in reductions in fat mass (MD: -1.53 kg; 95% CI: -2.95 to -0.12, p=0.034) and waist circumference (MD: -1.31 cm; 95% CI: -2.05 to -0.57, p<0.001).; This analysis indicates that microbiome-targeted supplements may enhance weight loss and other obesity outcomes in adults when delivered as an adjunct to dietary or dietary and exercise interventions. Personalized therapy to include microbiome-targeted supplements may help to optimize weight loss in overweight and obese individuals.",Journal Article,,,,,,,ok
PMID:32610476,PubMed,32610476,https://pubmed.ncbi.nlm.nih.gov/32610476/,Probiotic Strains and Intervention Total Doses for Modulating Obesity-Related Microbiota Dysbiosis: A Systematic Review and Meta-analysis.,"Obesity is a growing health threat worldwide. Administration of probiotics in obesity has also parallelly increased but without any protocolization. We conducted a systematic review exploring the administration pattern of probiotic strains and effective doses for obesity-related disorders according to their capacity of positively modulating key biomarkers and microbiota dysbiosis. Manuscripts targeting probiotic strains and doses administered for obesity-related disorders in clinical studies were sought. MEDLINE, Scopus, Web of Science, and Cochrane Library databases were searched using keywords during the last fifteen years up to April 2020. Two independent reviewers screened titles, abstracts, and then full-text papers against inclusion criteria according to PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) guidelines. From 549 interventional reports identified, we filtered 171 eligible studies, from which 24 full-text assays were used for calculating intervention total doses (ITD) of specific species and strains administered. Nine of these reports were excluded in the second-step because no specific data on gut microbiota modulation was found. Six clinical trials (CT) and 9 animal clinical studies were retained for analysis of complete outcome prioritized (body mass index (BMI), adiposity parameters, glucose, and plasma lipid biomarkers, and gut hormones). Lactobacillus spp. administered were double compared to Bifidobacterium spp.; Lactobacillus as single or multispecies formulations whereas most Bifidobacteria only through multispecies supplementations. Differential factors were estimated from obese populations' vs. obesity-induced animals: ITD ratio of 2 × 106 CFU and patterns of administrations of 11.3 weeks to 5.5 weeks, respectively. Estimation of overall probiotics impact from selected CT was performed through a random-effects model to pool effect sizes. Comparisons showed a positive association between the probiotics group vs. placebo on the reduction of BMI, total cholesterol, leptin, and adiponectin. Moreover, negative estimation appeared for glucose (FPG) and CRP. While clinical trials including data for positive modulatory microbiota capacities suggested that high doses of common single and multispecies of Lactobacillus and Bifidobacterium ameliorated key obesity-related parameters, the major limitation was the high variability between studies and lack of standardized protocols. Efforts in solving this problem and searching for next-generation probiotics for obesity-related diseases would highly improve the rational use of probiotics.",Journal Article; Meta-Analysis; Systematic Review,,,,,,,ok
PMID:20876708,PubMed,20876708,https://pubmed.ncbi.nlm.nih.gov/20876708/,"Obesity, diabetes, and gut microbiota: the hygiene hypothesis expanded?","The connection between gut microbiota and energy homeostasis and inflammation and its role in the pathogenesis of obesity-related disorders are increasingly recognized. Animals models of obesity connect an altered microbiota composition to the development of obesity, insulin resistance, and diabetes in the host through several mechanisms: increased energy harvest from the diet, altered fatty acid metabolism and composition in adipose tissue and liver, modulation of gut peptide YY and glucagon-like peptide (GLP)-1 secretion, activation of the lipopolysaccharide toll-like receptor-4 axis, and modulation of intestinal barrier integrity by GLP-2. Instrumental for gut microbiota manipulation is the understanding of mechanisms regulating gut microbiota composition. Several factors shape the gut microflora during infancy: mode of delivery, type of infant feeding, hospitalization, and prematurity. Furthermore, the key importance of antibiotic use and dietary nutrient composition are increasingly recognized. The role of the Western diet in promoting an obesogenic gut microbiota is being confirmation in subjects. Following encouraging results in animals, several short-term randomized controlled trials showed the benefit of prebiotics and probiotics on insulin sensitivity, inflammatory markers, postprandial incretins, and glucose tolerance. Future research is needed to unravel the hormonal, immunomodulatory, and metabolic mechanisms underlying microbe-microbe and microbiota-host interactions and the specific genes that determine the health benefit derived from probiotics. While awaiting further randomized trials assessing long-term safety and benefits on clinical end points, a healthy lifestyle--including breast lactation, appropriate antibiotic use, and the avoidance of excessive dietary fat intake--may ensure a friendly gut microbiota and positively affect prevention and treatment of metabolic disorders.","Journal Article; Research Support, Non-U.S. Gov't; Review",,,,,,,ok
EUROPEPMC:PMC13236860,publisher supplementary data,PMC13236860,,Precision nutrition targeting the gut microbiota for weight management: mechanisms and applications,,,,,,,,,unsupported_source
