evidence_id,source_database,source_accession,title,sample_size_hint,duration_hint,cfu_hint,dose_hint,bmi_hint,p_value_hint,intervention_hint,primary_outcome_hint,body_weight_effect_hint,bmi_effect_hint,waist_effect_hint,body_fat_effect_hint,glucose_effect_hint,lipid_effect_hint,microbiome_effect_hint,manual_extraction_note
NCT:NCT06327919,ClinicalTrials.gov,NCT06327919,Effects of Probiotic Supplementation With Weight Reducing Plan in Patients With Food Addiction and Weight Regain After Bariatric Surgery,50,,,,,,Probiotic supplement; Placebo supplement,Weight; BMI; Waist circumference; Fat mass; Food addiction,Effects of Probiotic Supplementation With Weight Reducing Plan in Patients With Food Addiction and Weight Regain After Bariatric Surgery  Probiotic supplement; Placebo supplement Weight; BMI; Waist circumference; Fat mass; Food addiction Eating behavior; Leptin; Serotonin; Oxytocin Intervention; Placebo,Effects of Probiotic Supplementation With Weight Reducing Plan in Patients With Food Addiction and Weight Regain After Bariatric Surgery  Probiotic supplement; Placebo supplement Weight; BMI; Waist circumference; Fat mass; Food addiction Eating behavior; Leptin; Serotonin; Oxytocin Intervention; Placebo,Effects of Probiotic Supplementation With Weight Reducing Plan in Patients With Food Addiction and Weight Regain After Bariatric Surgery  Probiotic supplement; Placebo supplement Weight; BMI; Waist circumference; Fat mass; Food addiction Eating behavior; Leptin; Serotonin; Oxytocin Intervention; Placebo,Effects of Probiotic Supplementation With Weight Reducing Plan in Patients With Food Addiction and Weight Regain After Bariatric Surgery  Probiotic supplement; Placebo supplement Weight; BMI; Waist circumference; Fat mass; Food addiction Eating behavior; Leptin; Serotonin; Oxytocin Intervention; Placebo,,,,Review source text before entering numeric values into final tables.
NCT:NCT04863313,ClinicalTrials.gov,NCT04863313,Effect of a Probiotic on the Glycemic Profile and the Fecal Microbiota of Prediabetic Subjects (PREDIABETCARE),73,,,,,,Probiotic; Placebo,Change of blood glycated hemoglobin (HbA1c) concentration from baseline to week 12.,Change of metagenomic analysis of intestinal microbiota composition from baseline to week 12.; Change of fasting blood glucose concentration from baseline to week 4.; Change of fasting blood glucose concentration from baseline to week 8.; Change of fasting blood glucose concentration from baseline to week 12.; Oral glucose tolerance test; Change in the Area under the curve for glucose from baseline to week 12.; Change of fasting blood insulin concentration from baseline to week 12.; Change of HO,Change of metagenomic analysis of intestinal microbiota composition from baseline to week 12.; Change of fasting blood glucose concentration from baseline to week 4.; Change of fasting blood glucose concentration from baseline to week 8.; Change of fasting blood glucose concentration from baseline to week 12.; Oral glucose tolerance test; Change in the Area under the curve for glucose from baseline to week 12.; Change of fasting blood insulin concentration from baseline to week 12.; Change of HO,Change of metagenomic analysis of intestinal microbiota composition from baseline to week 12.; Change of fasting blood glucose concentration from baseline to week 4.; Change of fasting blood glucose concentration from baseline to week 8.; Change of fasting blood glucose concentration from baseline to week 12.; Oral glucose tolerance test; Change in the Area under the curve for glucose from baseline to week 12.; Change of fasting blood insulin concentration from baseline to week 12.; Change of HO,Change of metagenomic analysis of intestinal microbiota composition from baseline to week 12.; Change of fasting blood glucose concentration from baseline to week 4.; Change of fasting blood glucose concentration from baseline to week 8.; Change of fasting blood glucose concentration from baseline to week 12.; Oral glucose tolerance test; Change in the Area under the curve for glucose from baseline to week 12.; Change of fasting blood insulin concentration from baseline to week 12.; Change of HO,Change of metagenomic analysis of intestinal microbiota composition from baseline to week 12.; Change of fasting blood glucose concentration from baseline to week 4.; Change of fasting blood glucose concentration from baseline to week 8.; Change of fasting blood glucose concentration from baseline to week 12.; Oral glucose tolerance test; Change in the Area under the curve for glucose from baseline to week 12.; Change of fasting blood insulin concentration from baseline to week 12.; Change of HO,Change of metagenomic analysis of intestinal microbiota composition from baseline to week 12.; Change of fasting blood glucose concentration from baseline to week 4.; Change of fasting blood glucose concentration from baseline to week 8.; Change of fasting blood glucose concentration from baseline to week 12.; Oral glucose tolerance test; Change in the Area under the curve for glucose from baseline to week 12.; Change of fasting blood insulin concentration from baseline to week 12.; Change of HO,Change of metagenomic analysis of intestinal microbiota composition from baseline to week 12.; Change of fasting blood glucose concentration from baseline to week 4.; Change of fasting blood glucose concentration from baseline to week 8.; Change of fasting blood glucose concentration from baseline to week 12.; Oral glucose tolerance test; Change in the Area under the curve for glucose from baseline to week 12.; Change of fasting blood insulin concentration from baseline to week 12.; Change of HO,Review source text before entering numeric values into final tables.
NCT:NCT04884776,ClinicalTrials.gov,NCT04884776,Modulation of Gut Microbiota to Enhance Health and Immunity,453,,,,,,Microbiome immunity formula; Active placebo,Adverse events/Serious adverse events,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT05000775,ClinicalTrials.gov,NCT05000775,The Influence of GNiib® in Obesity Management in Obese Young Individuals in Hong Kong.,280,,,,,,G-Niib; Placebo,proportion of subjects achieving 5% weight loss; changes in BMI; changes in body weight; changes in waist circumference,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT05207488,ClinicalTrials.gov,NCT05207488,"Gastrointestinal And Metabolic Effects From a Prebiotic, Lifting, and Aerobic iNtervention",48,,,,,,Fructooligosaccharides (FOS); Exercise; Placebo,Changes in gastrointestinal microbiota composition; Changes in gastrointestinal microbial-derived metabolite concentrations,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT05405205,ClinicalTrials.gov,NCT05405205,Effect of Synbiotic L. Fermentum Strains on Body Fat Mass,180,,,,,,synbiotic; probiotic; placebo,Body Fat Mass,,,,,,,,Review source text before entering numeric values into final tables.
PMID:33915854,PubMed,33915854,Role of Probiotics in Modulating Human Gut Microbiota Populations and Activities in Patients with Colorectal Cancer-A Systematic Review of Clinical Trials.,457 subjects,6 days,,,,,,,,,,,,,It has been suggested that probiotics and synbiotics modulate enteric microbiota and therefore may be used as an intervention to reduce the risk of CRC.,Review source text before entering numeric values into final tables.
NCT:NCT04097106,ClinicalTrials.gov,NCT04097106,Synbiotic Dietary Supplement and Gut Microbiota,34,,,,,,Synbiotic,"Measure change in gastrointestinal symptoms using ""Rating of Gastrointestinal (GI) Symptoms"" scale; Change in microbiome stool diversity; Change in metabolome stool profile; Change in metabolome urine profile",,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT04130321,ClinicalTrials.gov,NCT04130321,Demonstration of the Prebiotic-like Effects of Camu-camu Consumption Against Obesity-related Disorders in Humans,35,,,,,,Camu camu; Placebo,Change in Gut Microbiota Composition and Diversity; Change in fat accumulation in the liver,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT04561284,ClinicalTrials.gov,NCT04561284,Carbohydrate-induced Resilience of the Gut Microbiome After Antibiotics Use,39,,,,,,Indigestible fiber (classified); Placebo,Gut microbiota composition; Gut microbiota activity; Fecal Short-Chain Fatty Acids (SCFA); Resistome analysis,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT04754464,ClinicalTrials.gov,NCT04754464,Clinical Study on the Effect of a Synbiotic on Body Fat Mass,120,,,,,,synbiotic; microcrystalline cellulose,BFM,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT05114018,ClinicalTrials.gov,NCT05114018,Effect of Pasteurized Akkermansia Muciniphila on Insulin Resistance in Otherwise Healthy Subjects With Dysglycaemia,143,,,,,,Pasteurized A. muciniphila; placebo,Insulin sensitivity by Matsuda Index,muciniphila; placebo Insulin sensitivity by Matsuda Index Insulin sensitivity by homeostasis model assessment-estimated (HOMA) insuline sensitivity; fasting blood glucose; 3-hour blood glucose incremental Area Under the Curve (AUC) as measured by Oral Glucose Tolerance Test (OGTT); Peak Plasma Concentration (Cmax) of blood glucose as measured by OGTT; 3-hour blood insulin incremental Area Under the Curve (AUC) as measured by OGTT; Peak Plasma Concentration (Cmax) of blood insulin as measured by ,muciniphila; placebo Insulin sensitivity by Matsuda Index Insulin sensitivity by homeostasis model assessment-estimated (HOMA) insuline sensitivity; fasting blood glucose; 3-hour blood glucose incremental Area Under the Curve (AUC) as measured by Oral Glucose Tolerance Test (OGTT); Peak Plasma Concentration (Cmax) of blood glucose as measured by OGTT; 3-hour blood insulin incremental Area Under the Curve (AUC) as measured by OGTT; Peak Plasma Concentration (Cmax) of blood insulin as measured by ,muciniphila; placebo Insulin sensitivity by Matsuda Index Insulin sensitivity by homeostasis model assessment-estimated (HOMA) insuline sensitivity; fasting blood glucose; 3-hour blood glucose incremental Area Under the Curve (AUC) as measured by Oral Glucose Tolerance Test (OGTT); Peak Plasma Concentration (Cmax) of blood glucose as measured by OGTT; 3-hour blood insulin incremental Area Under the Curve (AUC) as measured by OGTT; Peak Plasma Concentration (Cmax) of blood insulin as measured by ,muciniphila; placebo Insulin sensitivity by Matsuda Index Insulin sensitivity by homeostasis model assessment-estimated (HOMA) insuline sensitivity; fasting blood glucose; 3-hour blood glucose incremental Area Under the Curve (AUC) as measured by Oral Glucose Tolerance Test (OGTT); Peak Plasma Concentration (Cmax) of blood glucose as measured by OGTT; 3-hour blood insulin incremental Area Under the Curve (AUC) as measured by OGTT; Peak Plasma Concentration (Cmax) of blood insulin as measured by ,muciniphila; placebo Insulin sensitivity by Matsuda Index Insulin sensitivity by homeostasis model assessment-estimated (HOMA) insuline sensitivity; fasting blood glucose; 3-hour blood glucose incremental Area Under the Curve (AUC) as measured by Oral Glucose Tolerance Test (OGTT); Peak Plasma Concentration (Cmax) of blood glucose as measured by OGTT; 3-hour blood insulin incremental Area Under the Curve (AUC) as measured by OGTT; Peak Plasma Concentration (Cmax) of blood insulin as measured by ,muciniphila; placebo Insulin sensitivity by Matsuda Index Insulin sensitivity by homeostasis model assessment-estimated (HOMA) insuline sensitivity; fasting blood glucose; 3-hour blood glucose incremental Area Under the Curve (AUC) as measured by Oral Glucose Tolerance Test (OGTT); Peak Plasma Concentration (Cmax) of blood glucose as measured by OGTT; 3-hour blood insulin incremental Area Under the Curve (AUC) as measured by OGTT; Peak Plasma Concentration (Cmax) of blood insulin as measured by ,,Review source text before entering numeric values into final tables.
PMID:30595036,PubMed,30595036,Efficacy of synbiotic supplementation in obesity treatment: A systematic review and meta-analysis of clinical trials.,,,,,,p = 0.04; p < 0.001; p = 0.39; p = 0.74,,,"The present meta-analysis of 23 randomized trials indicated that supplementation with synbiotic can decrease body weight (WMD: -0.80 kg; 95% CI: -1.56 to -0.03, p = 0.04) and WC (WMD: -2.07 cm; 95% CI: -3.11 to -1.03, p < 0.001).","In contrast, synbiotic did not have favorite effects on BMI (WMD: -0.12 kg/m2; 95% CI: -0.40 to 0.16, p = 0.39) and body fat (WMD: 0.02%; 95% CI: -1.27 to 1.87, p = 0.74) compared with the placebo group.",,"In contrast, synbiotic did not have favorite effects on BMI (WMD: -0.12 kg/m2; 95% CI: -0.40 to 0.16, p = 0.39) and body fat (WMD: 0.02%; 95% CI: -1.27 to 1.87, p = 0.74) compared with the placebo group.",,,,Review source text before entering numeric values into final tables.
PMID:32521799,PubMed,32521799,The Effect of Probiotics and Synbiotics on Risk Factors Associated with Cardiometabolic Diseases in Healthy People-A Systematic Review and Meta-Analysis with Meta-Regression of Randomized Controlled Trials.,,72 days,,,,p = 0.006; p = 0.00; p = 0.05; p = 0.02; p = 0.04; p = 0.03; p = 0.049,,,"Random-effect meta-analysis subgroup and meta-regression analysis of co-primary (haemoglobin A1c (HbA1C), glucose, insulin, body weight, waist circumference (WC), body mass index (BMI), cholesterol, low-density lipoproteins (LDL), high-density lipoproteins (HDL), triglycerides, and blood pressure) and secondary outcomes (uric acid, plasminogen activator inhibitor-1-PAI-1, fibrinogen, and any variable related to inflammation/endothelial dysfunction).","Random-effect meta-analysis subgroup and meta-regression analysis of co-primary (haemoglobin A1c (HbA1C), glucose, insulin, body weight, waist circumference (WC), body mass index (BMI), cholesterol, low-density lipoproteins (LDL), high-density lipoproteins (HDL), triglycerides, and blood pressure) and secondary outcomes (uric acid, plasminogen activator inhibitor-1-PAI-1, fibrinogen, and any variable related to inflammation/endothelial dysfunction).","Random-effect meta-analysis subgroup and meta-regression analysis of co-primary (haemoglobin A1c (HbA1C), glucose, insulin, body weight, waist circumference (WC), body mass index (BMI), cholesterol, low-density lipoproteins (LDL), high-density lipoproteins (HDL), triglycerides, and blood pressure) and secondary outcomes (uric acid, plasminogen activator inhibitor-1-PAI-1, fibrinogen, and any variable related to inflammation/endothelial dysfunction).",,"Random-effect meta-analysis subgroup and meta-regression analysis of co-primary (haemoglobin A1c (HbA1C), glucose, insulin, body weight, waist circumference (WC), body mass index (BMI), cholesterol, low-density lipoproteins (LDL), high-density lipoproteins (HDL), triglycerides, and blood pressure) and secondary outcomes (uric acid, plasminogen activator inhibitor-1-PAI-1, fibrinogen, and any variable related to inflammation/endothelial dysfunction).","Random-effect meta-analysis subgroup and meta-regression analysis of co-primary (haemoglobin A1c (HbA1C), glucose, insulin, body weight, waist circumference (WC), body mass index (BMI), cholesterol, low-density lipoproteins (LDL), high-density lipoproteins (HDL), triglycerides, and blood pressure) and secondary outcomes (uric acid, plasminogen activator inhibitor-1-PAI-1, fibrinogen, and any variable related to inflammation/endothelial dysfunction).",,Review source text before entering numeric values into final tables.
PMID:33326198,PubMed,33326198,"Impact of diet and synbiotics on selected gut bacteria and intestinal permeability in individuals with excess body weight - A Prospective, Randomized Study.",,3-months,,,,p=0.0040,,,,"There were no significant relationships between the body mass, BMI and changes in the intestinal microbiota or zonulin concentrations.",,,,,The aim of this study was to determine whether body mass reduction with diet and synbiotics in an adult person with excess body mass has an influence on the gut microbiota and zonulin concentration.,Review source text before entering numeric values into final tables.
NCT:NCT04398693,ClinicalTrials.gov,NCT04398693,Evaluation of Intestinal Microbiota Manipulation to Treat Resistant Hypertension,120,,,,,,Prebiotic,Change of blood pressure,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT04555447,ClinicalTrials.gov,NCT04555447,Gastrointestinal Tolerability to Agavins and Impact on Host-gut Microbiota-metabolism Interactions Modulation,52,,,,,,Agavins (prebiotic fiber); Placebo,Gastrointestinal tolerability,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT05162209,ClinicalTrials.gov,NCT05162209,PROBESITY-2: Synbiotics in Pediatric Obesity,61,,,,,,Synbiotic,Change as percentage for weight and body mass index.,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT03727321,ClinicalTrials.gov,NCT03727321,FMT and Fiber in Patients With Metabolic Syndrome,68,,,,,,Fecal Microbial Transplant; Fiber; Cellulose,Insulin Sensitivity Assessment,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT03800277,ClinicalTrials.gov,NCT03800277,Effect of Cranberry and Agaves Extract on Microbiota and Intestinal Health,122,,,,,,Cranberry; Agaves; Placebo,Change in metabolic endotoxemia: Measure concentration of Lipopolysaccharides (LPS) and Lipopolysaccharide Binding Protein (LBP) in plasma,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT04498455,ClinicalTrials.gov,NCT04498455,Study of a Prebiotic Supplement to Mitigate Excessive Weight Gain Among Physicians in Residency,11,,,,,,Prebiotin,Change in body weight,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT03312660,ClinicalTrials.gov,NCT03312660,Effect of a Kefir Beverage on Immunity and Lipid Profile,158,4 weeks,,,,,Prebiotic group; Placebo group,Change from baseline in Th17 cell counts in peripheral blood; Change from baseline in CD4 positive regulatory T cell counts in peripheral blood; Change from baseline in Th1 cell counts in peripheral blood; Change from baseline in Th2 cell counts in peripheral blood,,Effect of a Kefir Beverage on Immunity and Lipid Profile  Prebiotic group; Placebo group Change from baseline in Th17 cell counts in peripheral blood; Change from baseline in CD4 positive regulatory T cell counts in peripheral blood; Change from baseline in Th1 cell counts in peripheral blood; Change from baseline in Th2 cell counts in peripheral blood Change from baseline in total cholesterol; Change from baseline in HDL cholesterol; Change from baseline in LDL cholesterol; Change from baseline,Effect of a Kefir Beverage on Immunity and Lipid Profile  Prebiotic group; Placebo group Change from baseline in Th17 cell counts in peripheral blood; Change from baseline in CD4 positive regulatory T cell counts in peripheral blood; Change from baseline in Th1 cell counts in peripheral blood; Change from baseline in Th2 cell counts in peripheral blood Change from baseline in total cholesterol; Change from baseline in HDL cholesterol; Change from baseline in LDL cholesterol; Change from baseline,,Effect of a Kefir Beverage on Immunity and Lipid Profile  Prebiotic group; Placebo group Change from baseline in Th17 cell counts in peripheral blood; Change from baseline in CD4 positive regulatory T cell counts in peripheral blood; Change from baseline in Th1 cell counts in peripheral blood; Change from baseline in Th2 cell counts in peripheral blood Change from baseline in total cholesterol; Change from baseline in HDL cholesterol; Change from baseline in LDL cholesterol; Change from baseline,Effect of a Kefir Beverage on Immunity and Lipid Profile  Prebiotic group; Placebo group Change from baseline in Th17 cell counts in peripheral blood; Change from baseline in CD4 positive regulatory T cell counts in peripheral blood; Change from baseline in Th1 cell counts in peripheral blood; Change from baseline in Th2 cell counts in peripheral blood Change from baseline in total cholesterol; Change from baseline in HDL cholesterol; Change from baseline in LDL cholesterol; Change from baseline,,Review source text before entering numeric values into final tables.
NCT:NCT02660333,ClinicalTrials.gov,NCT02660333,Effect of Prebiotic or Synbiotic on Inflammatory Response and Indicators of Nutritional Status in Obesity,22,,,,,,Placebo; Prebiotic; Synbiotic,C-reactive protein; Cytokines,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT02768818,ClinicalTrials.gov,NCT02768818,Modulation of the Intestinal Flora With the Probiotic VIVOMIXX™ in Pregnant Women at Risk of Metabolic Complications,205,,,,,,Probiotic VIVOMIXX™; Placebo,Maternal and newborn fecal microbiota changes (bifidobacteria and lactobacilli) and related enzymatic activity (alkaline sphingomyelinase and alkaline phosphatase) modifications; Glucose metabolism changes,Modulation of the Intestinal Flora With the Probiotic VIVOMIXX™ in Pregnant Women at Risk of Metabolic Complications  Probiotic VIVOMIXX™; Placebo Maternal and newborn fecal microbiota changes (bifidobacteria and lactobacilli) and related enzymatic activity (alkaline sphingomyelinase and alkaline phosphatase) modifications; Glucose metabolism changes Weight changes; Maternal BMI; Waist/hip circumference ratio; Gestational weight gain; HOMA Index; HbA1c1; glycemia; insulinemia; homocysteine plasm,Modulation of the Intestinal Flora With the Probiotic VIVOMIXX™ in Pregnant Women at Risk of Metabolic Complications  Probiotic VIVOMIXX™; Placebo Maternal and newborn fecal microbiota changes (bifidobacteria and lactobacilli) and related enzymatic activity (alkaline sphingomyelinase and alkaline phosphatase) modifications; Glucose metabolism changes Weight changes; Maternal BMI; Waist/hip circumference ratio; Gestational weight gain; HOMA Index; HbA1c1; glycemia; insulinemia; homocysteine plasm,Modulation of the Intestinal Flora With the Probiotic VIVOMIXX™ in Pregnant Women at Risk of Metabolic Complications  Probiotic VIVOMIXX™; Placebo Maternal and newborn fecal microbiota changes (bifidobacteria and lactobacilli) and related enzymatic activity (alkaline sphingomyelinase and alkaline phosphatase) modifications; Glucose metabolism changes Weight changes; Maternal BMI; Waist/hip circumference ratio; Gestational weight gain; HOMA Index; HbA1c1; glycemia; insulinemia; homocysteine plasm,,Modulation of the Intestinal Flora With the Probiotic VIVOMIXX™ in Pregnant Women at Risk of Metabolic Complications  Probiotic VIVOMIXX™; Placebo Maternal and newborn fecal microbiota changes (bifidobacteria and lactobacilli) and related enzymatic activity (alkaline sphingomyelinase and alkaline phosphatase) modifications; Glucose metabolism changes Weight changes; Maternal BMI; Waist/hip circumference ratio; Gestational weight gain; HOMA Index; HbA1c1; glycemia; insulinemia; homocysteine plasm,,Modulation of the Intestinal Flora With the Probiotic VIVOMIXX™ in Pregnant Women at Risk of Metabolic Complications  Probiotic VIVOMIXX™; Placebo Maternal and newborn fecal microbiota changes (bifidobacteria and lactobacilli) and related enzymatic activity (alkaline sphingomyelinase and alkaline phosphatase) modifications; Glucose metabolism changes Weight changes; Maternal BMI; Waist/hip circumference ratio; Gestational weight gain; HOMA Index; HbA1c1; glycemia; insulinemia; homocysteine plasm,Review source text before entering numeric values into final tables.
NCT:NCT03530501,ClinicalTrials.gov,NCT03530501,Effect of Very-low Calorie Diet and Synbiotic Supplementation in Gut Microbiota (Pronokal Method),33,,,,,,Diet; Synbiotic1; Synbiotic2,Changes produced in the composition and diversity of gut microbiota by the use of synbiotics during a dietary intervention,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT02637115,ClinicalTrials.gov,NCT02637115,Evaluation of the Effects Associated With the Administration of Akkermansia Muciniphila on Parameters of Metabolic Syndrome,54,,,,,,Placebo; Live Akk 9; Live Akk 10; Killed Akk,Tolerance; Tolerance; Concentration of urea (mg/dl); Concentration of urea (mg/dl); Glomerular filtration rate (mL/min/1.73m2); Glomerular filtration rate (mL/min/1.73m2); Concentration of creatinine (mg/dl); Concentration of creatinine (mg/dl); Concentration of liver transaminases; Concentration of liver transaminases; Concentration of white blood cells (10exp3/µl); Concentration of white blood cells (10exp3/µl); concentration of CRP (c-reactive protein) (mg/dl); concentration of CRP (c-reactive protein) (mg/dl); Insulin resistance; Concentration of blood lipids; Obesity; Adiposity; Visceral adiposity,,,,Evaluation of the Effects Associated With the Administration of Akkermansia Muciniphila on Parameters of Metabolic Syndrome  Placebo; Live Akk 9; Live Akk 10; Killed Akk Tolerance; Tolerance; Concentration of urea (mg/dl); Concentration of urea (mg/dl); Glomerular filtration rate (mL/min/1.73m2); Glomerular filtration rate (mL/min/1.73m2); Concentration of creatinine (mg/dl); Concentration of creatinine (mg/dl); Concentration of liver transaminases; Concentration of liver transaminases; Concentr,Evaluation of the Effects Associated With the Administration of Akkermansia Muciniphila on Parameters of Metabolic Syndrome  Placebo; Live Akk 9; Live Akk 10; Killed Akk Tolerance; Tolerance; Concentration of urea (mg/dl); Concentration of urea (mg/dl); Glomerular filtration rate (mL/min/1.73m2); Glomerular filtration rate (mL/min/1.73m2); Concentration of creatinine (mg/dl); Concentration of creatinine (mg/dl); Concentration of liver transaminases; Concentration of liver transaminases; Concentr,Evaluation of the Effects Associated With the Administration of Akkermansia Muciniphila on Parameters of Metabolic Syndrome  Placebo; Live Akk 9; Live Akk 10; Killed Akk Tolerance; Tolerance; Concentration of urea (mg/dl); Concentration of urea (mg/dl); Glomerular filtration rate (mL/min/1.73m2); Glomerular filtration rate (mL/min/1.73m2); Concentration of creatinine (mg/dl); Concentration of creatinine (mg/dl); Concentration of liver transaminases; Concentration of liver transaminases; Concentr,,Review source text before entering numeric values into final tables.
NCT:NCT01978691,ClinicalTrials.gov,NCT01978691,The Effect of a Bifidobacterium and Polydextrose on Body Fat Mass,225,6 months,,,,,Bifidobacterium animalis ssp. lactis 420; Polydextrose; Placebo,Difference in body fat mass from baseline to end-of-treatment (6 months),lactis 420; Polydextrose; Placebo Difference in body fat mass from baseline to end-of-treatment (6 months) Change in weight (absolute and relative); Change in BMI (absolute and relative); Change in lean body mass; Hip Change in waist and/or hip circumference (absolute and relative); Change in glycated haemoglobin (HbA1c) in blood; Change in fasting glucose levels; Change in fasting insulin levels; Change in insulin resistance; Change in inflammatory markers; Change in lipopolysaccharide (LPS) co,lactis 420; Polydextrose; Placebo Difference in body fat mass from baseline to end-of-treatment (6 months) Change in weight (absolute and relative); Change in BMI (absolute and relative); Change in lean body mass; Hip Change in waist and/or hip circumference (absolute and relative); Change in glycated haemoglobin (HbA1c) in blood; Change in fasting glucose levels; Change in fasting insulin levels; Change in insulin resistance; Change in inflammatory markers; Change in lipopolysaccharide (LPS) co,lactis 420; Polydextrose; Placebo Difference in body fat mass from baseline to end-of-treatment (6 months) Change in weight (absolute and relative); Change in BMI (absolute and relative); Change in lean body mass; Hip Change in waist and/or hip circumference (absolute and relative); Change in glycated haemoglobin (HbA1c) in blood; Change in fasting glucose levels; Change in fasting insulin levels; Change in insulin resistance; Change in inflammatory markers; Change in lipopolysaccharide (LPS) co,lactis 420; Polydextrose; Placebo Difference in body fat mass from baseline to end-of-treatment (6 months) Change in weight (absolute and relative); Change in BMI (absolute and relative); Change in lean body mass; Hip Change in waist and/or hip circumference (absolute and relative); Change in glycated haemoglobin (HbA1c) in blood; Change in fasting glucose levels; Change in fasting insulin levels; Change in insulin resistance; Change in inflammatory markers; Change in lipopolysaccharide (LPS) co,lactis 420; Polydextrose; Placebo Difference in body fat mass from baseline to end-of-treatment (6 months) Change in weight (absolute and relative); Change in BMI (absolute and relative); Change in lean body mass; Hip Change in waist and/or hip circumference (absolute and relative); Change in glycated haemoglobin (HbA1c) in blood; Change in fasting glucose levels; Change in fasting insulin levels; Change in insulin resistance; Change in inflammatory markers; Change in lipopolysaccharide (LPS) co,lactis 420; Polydextrose; Placebo Difference in body fat mass from baseline to end-of-treatment (6 months) Change in weight (absolute and relative); Change in BMI (absolute and relative); Change in lean body mass; Hip Change in waist and/or hip circumference (absolute and relative); Change in glycated haemoglobin (HbA1c) in blood; Change in fasting glucose levels; Change in fasting insulin levels; Change in insulin resistance; Change in inflammatory markers; Change in lipopolysaccharide (LPS) co,lactis 420; Polydextrose; Placebo Difference in body fat mass from baseline to end-of-treatment (6 months) Change in weight (absolute and relative); Change in BMI (absolute and relative); Change in lean body mass; Hip Change in waist and/or hip circumference (absolute and relative); Change in glycated haemoglobin (HbA1c) in blood; Change in fasting glucose levels; Change in fasting insulin levels; Change in insulin resistance; Change in inflammatory markers; Change in lipopolysaccharide (LPS) co,Review source text before entering numeric values into final tables.
NCT:NCT02041975,ClinicalTrials.gov,NCT02041975,Effects of Prebiotic-based Snacks on the Gut Microbiota and Perceived 'Satisfaction',47,,,,,,Nutriose FB06; Placebo,Differences in perceived appetite (assessed using visual analogue scales),,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT02355210,ClinicalTrials.gov,NCT02355210,Use of a Novel Synbiotic to Change Human Gut Bacteria and Improve Health in Obese Adults,151,,,,,,Bifidobacteria adolescentis BD1; Bifidobacteria animalis subsp. lactis BB-12; Bifidobacteria adolescentis BD1 and galactooligosaccharide; Bifidobacteria animalis subsp. lactis BB-12 and galactooligosaccharide; galactooligosaccharide; Placebo,"Change in Microbiota, as Measured by Change in Microbiota Composition, Including Presence of B. Adolescentis BD1 and B. Animalis Supsp Lactis BB-12; Change in Intestinal Permeability as Measured by Change in Percent Sugars in Urine",,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT02773927,ClinicalTrials.gov,NCT02773927,Combination of Metformin/Inulin vs Inulin on Adiponectin in Metabolic Syndrome,40,12 weeks,,,,,Metformin; Agave inulin; Placebo of agave inulin; Metformin placebo,Change from Baseline on adiponectin levels (ng/mL) at 12 weeks,,,,,,,,Review source text before entering numeric values into final tables.
NCT:NCT03261466,ClinicalTrials.gov,NCT03261466,BIFI-OBESE: Clinical Trial in Paediatric Obesity,100,,,,,,Bifidobacterium breve BR03 and Bifidobacterium breve B632; Placebos,Change in glucose level during oral glucose tolerance test (OGTT); Change in HOMA-IR index,,,,,BIFI-OBESE: Clinical Trial in Paediatric Obesity  Bifidobacterium breve BR03 and Bifidobacterium breve B632; Placebos Change in glucose level during oral glucose tolerance test (OGTT); Change in HOMA-IR index Metabolic control: Improvement of metabolic risk factors; Change in fecal microbiome; Change in SCFA (short-chain fatty acids) in fecal samples Active group Bifidobacterium breve BR03 and B632; Placebo group,,BIFI-OBESE: Clinical Trial in Paediatric Obesity  Bifidobacterium breve BR03 and Bifidobacterium breve B632; Placebos Change in glucose level during oral glucose tolerance test (OGTT); Change in HOMA-IR index Metabolic control: Improvement of metabolic risk factors; Change in fecal microbiome; Change in SCFA (short-chain fatty acids) in fecal samples Active group Bifidobacterium breve BR03 and B632; Placebo group,Review source text before entering numeric values into final tables.
