"evidence_id","source_database","source_accession","doi","pmid","title","year","evidence_type","priority","relevance_score","study_tag","intervention_type_hint","taxa_hint","outcome_hint","needs_manual_review","source_url","queue_rank","queue_reason"
"PMID:41075788","PubMed","41075788","10.1016/j.xcrm.2025.102417","41075788","Food- vs. supplement-based very-low-energy diets and gut microbiome composition in women with high body mass index: A randomized controlled trial.","2025","literature","high","2","randomized_controlled_trial","","","BMI;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/41075788/","43","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=BMI;microbiome"
"PMID:41141981","PubMed","41141981","10.2147/DMSO.S558226","41141981","Investigating the Microbiota-Gut-Brain Axis Mechanisms of Transcutaneous Auricular Vagus Nerve Stimulation in Patients with Obesity: A Study Protocol for a Randomized Controlled Trial.","2025","literature","high","2","randomized_controlled_trial","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/41141981/","44","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=microbiome"
"PMID:41163367","PubMed","41163367","10.1080/19490976.2025.2570862","41163367","Gut enterotype- and body mass index (BMI)-dependent effects of anthocyanin supplementation on gut microbiota composition in individuals at risk for cognitive decline: a randomized placebo-controlled trial.","2025","literature","high","2","randomized_controlled_trial","","","BMI;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/41163367/","45","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=BMI;microbiome"
"NCT:NCT06423287","ClinicalTrials.gov","NCT06423287","","","Effects of TRE With Lactobacillus Plantarum LP-KFY04 Supplementation on Overweight / Obese Individuals","2024","clinical_trial","high","2","clinical_trial_registry","","Lactobacillus","weight","true","https://clinicaltrials.gov/study/NCT06423287","46","priority=high; relevance=2; study_tag=clinical_trial_registry; taxa=Lactobacillus; outcomes=weight"
"PMID:37793780","PubMed","37793780","10.1136/gutjnl-2023-330365","37793780","Prebiotic diet changes neural correlates of food decision-making in overweight adults: a randomised controlled within-subject cross-over trial.","2024","literature","high","2","randomized_controlled_trial","prebiotic","","weight","true","https://pubmed.ncbi.nlm.nih.gov/37793780/","47","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight"
"PMID:38246355","PubMed","38246355","10.1016/j.tjnut.2023.12.022","38246355","Daily Cashew and Brazil Nut Consumption Modifies Intestinal Health in Overweight Women on Energy-Restricted Intervention: A Randomized Controlled Trial (Brazilian Nuts Study).","2024","literature","high","2","randomized_controlled_trial","","","weight","true","https://pubmed.ncbi.nlm.nih.gov/38246355/","48","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight"
"PMID:38713231","PubMed","38713231","10.1007/s00394-024-03415-w","38713231","Effect of prebiotic fiber on physical function and gut microbiota in adults, mostly women, with knee osteoarthritis and obesity: a randomized controlled trial.","2024","literature","high","2","randomized_controlled_trial","prebiotic","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/38713231/","49","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=microbiome"
"PMID:39594049","PubMed","39594049","10.3390/foods13223635","39594049","The Impact of Green Tea Kombucha on the Intestinal Health, Gut Microbiota, and Serum Metabolome of Individuals with Excess Body Weight in a Weight Loss Intervention: A Randomized Controlled Trial.","2024","literature","high","2","randomized_controlled_trial","","","weight;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/39594049/","50","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight;microbiome"
"PMID:39664910","PubMed","39664910","10.3389/fnut.2024.1510318","39664910","Effect of synbiotic supplementation on obesity and gut microbiota in obese adults: a double-blind randomized controlled trial.","2024","literature","high","2","randomized_controlled_trial","synbiotic","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/39664910/","51","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=microbiome"
"NCT:NCT06313580","ClinicalTrials.gov","NCT06313580","","","Spices for Cultivating a Healthy Gut Microbiome and Cardiometabolic Profile","2023","clinical_trial","high","2","clinical_trial_registry","","","glucose;microbiome","true","https://clinicaltrials.gov/study/NCT06313580","52","priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=glucose;microbiome"
"PMID:35714163","PubMed","35714163","10.1080/1028415X.2022.2081288","35714163","Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight loss: a randomized controlled trial.","2023","literature","high","2","randomized_controlled_trial","","Lacticaseibacillus","weight","true","https://pubmed.ncbi.nlm.nih.gov/35714163/","53","priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Lacticaseibacillus; outcomes=weight"
"PMID:37082115","PubMed","37082115","10.3389/fendo.2023.1096093","37082115","Time-restricted feeding's effect on overweight and obese patients with chronic kidney disease stages 3-4: A prospective non-randomized control pilot study.","2023","literature","high","2","randomized_controlled_trial","","","weight","true","https://pubmed.ncbi.nlm.nih.gov/37082115/","54","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight"
"PMID:37709337","PubMed","37709337","10.1136/bmjopen-2022-070027","37709337","Impact of a Powdered Meal Replacement on Metabolism and Gut Microbiota (PREMIUM) in individuals with excessive body weight: a study protocol for a randomised controlled trial.","2023","literature","high","2","randomized_controlled_trial","","","weight;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/37709337/","55","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight;microbiome"
"PMID:35247098","PubMed","35247098","10.1007/s00394-022-02836-9","35247098","Impact of wheat aleurone on biomarkers of cardiovascular disease, gut microbiota and metabolites in adults with high body mass index: a double-blind, placebo-controlled, randomized clinical trial.","2022","literature","high","2","randomized_controlled_trial","","","BMI;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/35247098/","56","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=BMI;microbiome"
"PMID:35351144","PubMed","35351144","10.1186/s12916-022-02299-z","35351144","Physical activity enhances the improvement of body mass index and metabolism by inulin: a multicenter randomized placebo-controlled trial performed in obese individuals.","2022","literature","high","2","randomized_controlled_trial","","","BMI","true","https://pubmed.ncbi.nlm.nih.gov/35351144/","57","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=BMI"
"NCT:NCT04886778","ClinicalTrials.gov","NCT04886778","","","Efficacy and Safety of Low-Carbohydrate Diet Combined With Probiotics for Weight Loss in Male Obese Patients.","2021","clinical_trial","high","2","clinical_trial_registry","probiotic","","weight","true","https://clinicaltrials.gov/study/NCT04886778","58","priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight"
"PMID:32698957","PubMed","32698957","10.1016/j.clnu.2020.05.043","32698957","The effect of synbiotic on glycemic profile and sex hormones in overweight and obese breast cancer survivors following a weight-loss diet: A randomized, triple-blind, controlled trial.","2021","literature","high","2","randomized_controlled_trial","synbiotic","","weight","true","https://pubmed.ncbi.nlm.nih.gov/32698957/","59","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight"
"PMID:33143755","PubMed","33143755","10.1017/S0007114520004407","33143755","Weight gain and body composition during pregnancy: a randomised pilot trial with probiotics and/or fish oil.","2021","literature","high","2","randomized_controlled_trial","probiotic","","weight;body_composition","true","https://pubmed.ncbi.nlm.nih.gov/33143755/","60","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight;body_composition"
"PMID:33827639","PubMed","33827639","10.1186/s13063-021-05212-w","33827639","Effect of a prebiotic supplement on knee joint function, gut microbiota, and inflammation in adults with co-morbid obesity and knee osteoarthritis: study protocol for a randomized controlled trial.","2021","literature","high","2","randomized_controlled_trial","prebiotic","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/33827639/","61","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=microbiome"
"PMID:34115318","PubMed","34115318","10.1007/s12602-021-09800-9","34115318","The Effects of Limosilactobacillus reuteri LR-99 Supplementation on Body Mass Index, Social Communication, Fine Motor Function, and Gut Microbiome Composition in Individuals with Prader-Willi Syndrome: a Randomized Double-Blinded Placebo-Controlled Trial.","2021","literature","high","2","randomized_controlled_trial","","Limosilactobacillus","BMI;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/34115318/","62","priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Limosilactobacillus; outcomes=BMI;microbiome"
"PMID:34359450","PubMed","34359450","10.3390/foods10071580","34359450","Synbiotic Supplementation Improves Obesity Index and Metabolic Biomarkers in Thai Obese Adults: A Randomized Clinical Trial.","2021","literature","high","2","randomized_controlled_trial","synbiotic","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/34359450/","63","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=glucose"
"PMID:32615727","PubMed","32615727","10.3803/EnM.2020.35.2.425","32615727","Effect of Lactobacillus sakei, a Probiotic Derived from Kimchi, on Body Fat in Koreans with Obesity: A Randomized Controlled Study.","2020","literature","high","2","randomized_controlled_trial","probiotic","Lactobacillus","body_composition","true","https://pubmed.ncbi.nlm.nih.gov/32615727/","64","priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Lactobacillus; outcomes=body_composition"
"PMID:30262813","PubMed","30262813","10.1038/s41366-018-0220-0","30262813","Effects of daily consumption of the probiotic Bifidobacterium animalis subsp. lactis CECT 8145 on anthropometric adiposity biomarkers in abdominally obese subjects: a randomized controlled trial.","2019","literature","high","2","randomized_controlled_trial","probiotic","Bifidobacterium","","true","https://pubmed.ncbi.nlm.nih.gov/30262813/","65","priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Bifidobacterium"
"PMID:30659070","PubMed","30659070","10.2337/dc18-2248","30659070","Probiotics for the Prevention of Gestational Diabetes Mellitus in Overweight and Obese Women: Findings From the SPRING Double-Blind Randomized Controlled Trial.","2019","literature","high","2","randomized_controlled_trial","probiotic","","weight","true","https://pubmed.ncbi.nlm.nih.gov/30659070/","66","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight"
"PMID:31298466","PubMed","31298466","10.1002/mnfr.201900167","31298466","Effect of Synbiotic Supplementation in a Very-Low-Calorie Ketogenic Diet on Weight Loss Achievement and Gut Microbiota: A Randomized Controlled Pilot Study.","2019","literature","high","2","randomized_controlled_trial","synbiotic","","weight;microbiome","true","https://pubmed.ncbi.nlm.nih.gov/31298466/","67","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight;microbiome"
"PMID:31965834","PubMed","31965834","10.3920/BM2019.0052","31965834","Effect of multi-strain probiotic (UB0316) in weight management in overweight/obese adults: a 12-week double blind, randomised, placebo-controlled study.","2019","literature","high","2","randomized_controlled_trial","probiotic","","weight","true","https://pubmed.ncbi.nlm.nih.gov/31965834/","68","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight"
"PMID:30094122","PubMed","30094122","10.12938/bmfh.18-001","30094122","Effects of Bifidobacterium breve B-3 on body fat reductions in pre-obese adults: a randomized, double-blind, placebo-controlled trial.","2018","literature","high","2","randomized_controlled_trial","","Bifidobacterium","body_composition","true","https://pubmed.ncbi.nlm.nih.gov/30094122/","69","priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Bifidobacterium; outcomes=body_composition"
"PMID:30453950","PubMed","30453950","10.1186/s12906-018-2371-x","30453950","Evaluation of the effect of Lactobacillus reuteri V3401 on biomarkers of inflammation, cardiovascular risk and liver steatosis in obese adults with metabolic syndrome: a randomized clinical trial (PROSIR).","2018","literature","high","2","randomized_controlled_trial","","Lactobacillus","glucose","true","https://pubmed.ncbi.nlm.nih.gov/30453950/","70","priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Lactobacillus; outcomes=glucose"
"NCT:NCT03201068","ClinicalTrials.gov","NCT03201068","","","Probiotic Supplement and Microbiome, Immune System and Metabolic Syndrome","2017","clinical_trial","high","2","clinical_trial_registry","probiotic","","glucose;microbiome","true","https://clinicaltrials.gov/study/NCT03201068","71","priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=glucose;microbiome"
"PMID:26956126","PubMed","26956126","10.1038/ejcn.2016.17","26956126","Antiobesity effect of Pediococcus pentosaceus LP28 on overweight subjects: a randomized, double-blind, placebo-controlled clinical trial.","2016","literature","high","2","randomized_controlled_trial","","","weight","true","https://pubmed.ncbi.nlm.nih.gov/26956126/","72","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight"
"PMID:27409822","PubMed","27409822","10.4158/EP151157.RA","27409822","GUT MICROBIOTA, PREBIOTICS, PROBIOTICS, AND SYNBIOTICS IN MANAGEMENT OF OBESITY AND PREDIABETES: REVIEW OF RANDOMIZED CONTROLLED TRIALS.","2016","literature","high","2","randomized_controlled_trial","probiotic;prebiotic;synbiotic","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/27409822/","73","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=microbiome"
"PMID:25646321","PubMed","25646321","10.3945/ajcn.114.088120","25646321","Whole-grain wheat consumption reduces inflammation in a randomized controlled trial on overweight and obese subjects with unhealthy dietary and lifestyle behaviors: role of polyphenols bound to cereal dietary fiber.","2015","literature","high","2","randomized_controlled_trial","","","weight","true","https://pubmed.ncbi.nlm.nih.gov/25646321/","74","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight"
"PMID:24411490","PubMed","24411490","10.1016/j.clnu.2013.12.006","24411490","The effects of co-administration of probiotics with herbal medicine on obesity, metabolic endotoxemia and dysbiosis: a randomized double-blind controlled clinical trial.","2014","literature","high","2","randomized_controlled_trial","probiotic","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/24411490/","75","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=glucose"
"EUROPEPMC:42196968","PubMed","42196968","10.3390/nu18101508","42196968","Effects of Animal-Based Foods on Metabolic Outcomes in Adults with MASLD and Comorbidities: A Systematic Review of Randomized Controlled Trials (2020-2026).","2026","literature","high","1","meta_analysis_or_systematic_review","","","glucose","true","https://europepmc.org/article/MED/42196968","76","priority=high; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=glucose"
"EUROPEPMC:PMC12942760","publisher supplementary data","PMC12942760","","","Why Clinical Trials of Microbiome-Targeted Interventions Often Fail to Support Health Claims: A Commentary on Probiotics and Translational Design","2026","literature","high","1","needs_manual_classification","probiotic","","microbiome","true","","77","priority=high; relevance=1; study_tag=needs_manual_classification; outcomes=microbiome"
"NCT:NCT07606872","ClinicalTrials.gov","NCT07606872","","","Validation of the Snouda Metabolic Score for Phenotyping and Guiding Reversal in Type 2 Diabetes","2026","clinical_trial","high","1","clinical_trial_registry","","","glucose","true","https://clinicaltrials.gov/study/NCT07606872","78","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=glucose"
"PMID:41978077","PubMed","41978077","10.3390/nu18071025","41978077","Modulation of Glucose Homeostasis, Metabolic Endotoxemia and Circulating Short-Chain Fatty Acids Following Multi-Species Probiotic Supplementation: Findings from a 12-Week Randomised Placebo-Controlled Trial.","2026","literature","high","1","randomized_controlled_trial","probiotic","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/41978077/","79","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=glucose"
"PMID:42058078","PubMed","42058078","10.3389/fpubh.2026.1812397","42058078","Study protocol for a pragmatic randomized controlled trial evaluating coarse-cereal intake intervention for obesity prevention among primary school students in suburban Beijing, China.","2026","literature","high","1","randomized_controlled_trial","","","","true","https://pubmed.ncbi.nlm.nih.gov/42058078/","80","priority=high; relevance=1; study_tag=randomized_controlled_trial"
"EUROPEPMC:40218949","PubMed","40218949","10.3390/nu17071191","40218949","A 12-Week, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of <i>Lactobacillus plantarum</i> LMT1-48 on Body Fat Loss.","2025","literature","high","1","randomized_controlled_trial","","Lactobacillus","body_composition","true","https://europepmc.org/article/MED/40218949","81","priority=high; relevance=1; study_tag=randomized_controlled_trial; taxa=Lactobacillus; outcomes=body_composition"
"EUROPEPMC:40647296","PubMed","40647296","10.3390/nu17132193","40647296","Impact of Probiotic/Synbiotic Supplementation on Post-Bariatric Surgery Anthropometric and Cardiometabolic Outcomes: An Updated Systematic Review and Meta-Analysis of Randomized Controlled Trials.","2025","literature","high","1","meta_analysis_or_systematic_review","probiotic;synbiotic","","glucose","true","https://europepmc.org/article/MED/40647296","82","priority=high; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=glucose"
"EUROPEPMC:41239457","PubMed","41239457","10.1186/s12967-025-07345-x","41239457","Modulating effects of microbiota on synbiotic intervention outcomes for microbiota-derived trimethylamine, trimethylamine N-oxide and indoxyl sulfate in healthy young medical students: insights from a 12-week randomized clinical trial.","2025","literature","high","1","randomized_controlled_trial","synbiotic","","microbiome","true","https://europepmc.org/article/MED/41239457","83","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=microbiome"
"EUROPEPMC:41366779","PubMed","41366779","10.1186/s12967-025-07478-z","41366779","The effects of next generation probiotics on metabolic dysfunction-associated steatotic liver disease: a parallel, double-blind, randomized, placebo-controlled trial.","2025","literature","high","1","randomized_controlled_trial","probiotic","","glucose","true","https://europepmc.org/article/MED/41366779","84","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=glucose"
"EUROPEPMC:41517125","PubMed","41517125","10.3390/foods15010060","41517125","Clinical Potential of <i>Curcuma longa</i> Linn. as Nutraceutical/Dietary Supplement for Metabolic Syndrome: Systematic Review and Meta-Analysis of Randomized Controlled Trials.","2025","literature","high","1","meta_analysis_or_systematic_review","","","glucose","true","https://europepmc.org/article/MED/41517125","85","priority=high; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=glucose"
"NCT:NCT06989177","ClinicalTrials.gov","NCT06989177","","","Probiotic Intervention on Body Weight","2025","clinical_trial","high","1","clinical_trial_registry","probiotic","","weight","true","https://clinicaltrials.gov/study/NCT06989177","86","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=weight"
"PMID:39796619","PubMed","39796619","10.3390/nu17010185","39796619","A Randomized Pilot Study of Time-Restricted Eating Shows Minimal Microbiome Changes.","2025","literature","high","1","randomized_controlled_trial","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/39796619/","87","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=microbiome"
"PMID:40340957","PubMed","40340957","10.2196/67570","40340957","Metabolic Flexibility to Predict Lifestyle Interventions Outcomes (MEPHISTO): Protocol for Predictive Validation Study and Randomized Controlled Trial.","2025","literature","high","1","randomized_controlled_trial","","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/40340957/","88","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=glucose"
"PMID:40353878","PubMed","40353878","10.1089/can.2025.0034","40353878","Feasibility and Tolerability of Nabilone for the Treatment of Obesity: A Randomized Controlled Pilot Trial.","2025","literature","high","1","randomized_controlled_trial","","","","true","https://pubmed.ncbi.nlm.nih.gov/40353878/","89","priority=high; relevance=1; study_tag=randomized_controlled_trial"
"PMID:40507757","PubMed","40507757","10.3390/jcm14113998","40507757","Corporal Composition and Gut Microbiome Modification Through Exclusion Dietary Intervention in Adult Patients with Crohn's Disease: Protocol for a Prospective, Interventional, Controlled, Randomized Clinical Trial.","2025","literature","high","1","randomized_controlled_trial","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/40507757/","90","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=microbiome"
"PMID:40647269","PubMed","40647269","10.3390/nu17132164","40647269","Twelve-Week Curcumin Supplementation Improves Glucose Homeostasis and Gut Health in Prediabetic Older Adults: A Pilot, Double-Blind, Placebo-Controlled Trial.","2025","literature","high","1","randomized_controlled_trial","","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/40647269/","91","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=glucose"
"PMID:40796902","PubMed","40796902","10.1186/s12986-025-00995-0","40796902","The effects of inulin supplementation on eating behaviours in children and adolescents with obesity: a randomized double-blinded placebo-controlled study.","2025","literature","high","1","randomized_controlled_trial","","","","true","https://pubmed.ncbi.nlm.nih.gov/40796902/","92","priority=high; relevance=1; study_tag=randomized_controlled_trial"
"PMID:40828642","PubMed","40828642","10.1113/JP287424","40828642","Effects of a combined energy restriction and vigorous-intensity exercise intervention on the human gut microbiome: A randomised controlled trial.","2025","literature","high","1","randomized_controlled_trial","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/40828642/","93","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=microbiome"
"PMID:37881833","PubMed","37881833","10.1017/S0954422423000252","37881833","The impact of botanical fermented foods on metabolic syndrome and type 2 diabetes: a systematic review of randomised controlled trials.","2024","literature","high","1","meta_analysis_or_systematic_review","","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/37881833/","94","priority=high; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=glucose"
"PMID:38674884","PubMed","38674884","10.3390/nu16081194","38674884","Evaluation of Menopausal Syndrome Relief and Anti-Obesity Efficacy of the Korean Fermented Food Doenjang: A Randomized, Double-Blind Clinical Trial.","2024","literature","high","1","randomized_controlled_trial","","","","true","https://pubmed.ncbi.nlm.nih.gov/38674884/","95","priority=high; relevance=1; study_tag=randomized_controlled_trial"
"PMID:39179206","PubMed","39179206","10.1016/j.tjnut.2024.08.015","39179206","Consumption of a Sourdough-Leavened Croissant Enriched with a Blend of Fibers Influences Fasting Blood Glucose in a Randomized Controlled Trial in Healthy Subjects.","2024","literature","high","1","randomized_controlled_trial","","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/39179206/","96","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=glucose"
"PMID:39535126","PubMed","39535126","10.1080/19490976.2024.2426610","39535126","Gut microbial metabolism of bile acids modifies the effect of Mediterranean diet interventions on cardiometabolic risk in a randomized controlled trial.","2024","literature","high","1","randomized_controlled_trial","","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/39535126/","97","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=glucose"
"PMID:39593091","PubMed","39593091","10.1186/s12916-024-03771-8","39593091","Carrageenan and insulin resistance in humans: a randomised double-blind cross-over trial.","2024","literature","high","1","randomized_controlled_trial","","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/39593091/","98","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=glucose"
"PMID:36856122","PubMed","36856122","10.3920/BM2022.0078","36856122","Agave fructans enhance the effects of fermented milk products on obesity biomarkers: a randomised trial.","2023","literature","high","1","randomized_controlled_trial","","","","true","https://pubmed.ncbi.nlm.nih.gov/36856122/","99","priority=high; relevance=1; study_tag=randomized_controlled_trial"
"PMID:37441828","PubMed","37441828","10.1016/j.nut.2023.112109","37441828","Multispecies probiotic affects fecal short-chain fatty acids in postmenopausal women with obesity: A post hoc analysis of a randomized, double-blind, placebo-controlled study.","2023","literature","high","1","randomized_controlled_trial","probiotic","","","true","https://pubmed.ncbi.nlm.nih.gov/37441828/","100","priority=high; relevance=1; study_tag=randomized_controlled_trial"
"PMID:37545298","PubMed","37545298","10.1002/oby.23855","37545298","Intermittent dietary carbohydrate restriction versus calorie restriction and cardiometabolic profiles: A randomized trial.","2023","literature","high","1","randomized_controlled_trial","","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/37545298/","101","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=glucose"
"NCT:NCT04492605","ClinicalTrials.gov","NCT04492605","","","The Evaluation of TCI378 and TCI507 Probiotics on Weight-lowering Efficacy in Adults","2022","clinical_trial","high","1","clinical_trial_registry","probiotic","","weight","true","https://clinicaltrials.gov/study/NCT04492605","102","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=weight"
"NCT:NCT05374980","ClinicalTrials.gov","NCT05374980","","","The Effects of Yogurt on Gut Microbiome and Metabolism in H. Pylori.","2022","clinical_trial","high","1","clinical_trial_registry","","","microbiome","true","https://clinicaltrials.gov/study/NCT05374980","103","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome"
"NCT:NCT05443269","ClinicalTrials.gov","NCT05443269","","","Impact of Jump Start Nutrition Program on Weight Loss and Associated Measures","2022","clinical_trial","high","1","clinical_trial_registry","","","weight","true","https://clinicaltrials.gov/study/NCT05443269","104","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=weight"
"NCT:NCT07076329","ClinicalTrials.gov","NCT07076329","","","Microbiota-Inflammation-Brain Axis in Heart Failure: New Functional Food for the Prevention of undeRnutrition in Older","2022","clinical_trial","high","1","clinical_trial_registry","","","microbiome","true","https://clinicaltrials.gov/study/NCT07076329","105","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome"
"PMID:35267303","PubMed","35267303","10.3390/foods11050670","35267303","Agavins Impact on Gastrointestinal Tolerability-Related Symptoms during a Five-Week Dose-Escalation Intervention in Lean and Obese Mexican Adults: Exploratory Randomized Clinical Trial.","2022","literature","high","1","randomized_controlled_trial","","","","true","https://pubmed.ncbi.nlm.nih.gov/35267303/","106","priority=high; relevance=1; study_tag=randomized_controlled_trial"
"NCT:NCT06244186","ClinicalTrials.gov","NCT06244186","","","The Effect of Lactobacillus Delbrueckii Subsp. Bulgaricus on Human's Weight Reduction","2021","clinical_trial","high","1","clinical_trial_registry","","Lactobacillus","weight","true","https://clinicaltrials.gov/study/NCT06244186","107","priority=high; relevance=1; study_tag=clinical_trial_registry; taxa=Lactobacillus; outcomes=weight"
"PMID:33544206","PubMed","33544206","10.1007/s00394-021-02484-5","33544206","Prebiotic dietary fibre intervention improves fecal markers related to inflammation in obese patients: results from the Food4Gut randomized placebo-controlled trial.","2021","literature","high","1","randomized_controlled_trial","prebiotic","","","true","https://pubmed.ncbi.nlm.nih.gov/33544206/","108","priority=high; relevance=1; study_tag=randomized_controlled_trial"
"PMID:32618656","PubMed","32618656","10.14309/ajg.0000000000000661","32618656","Allogenic Fecal Microbiota Transplantation in Patients With Nonalcoholic Fatty Liver Disease Improves Abnormal Small Intestinal Permeability: A Randomized Control Trial.","2020","literature","high","1","randomized_controlled_trial","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/32618656/","109","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=microbiome"
"PMID:32660025","PubMed","32660025","10.3390/nu12072041","32660025","Targeting the Intestinal Microbiota to Prevent Type 2 Diabetes and Enhance the Effect of Metformin on Glycaemia: A Randomised Controlled Pilot Study.","2020","literature","high","1","randomized_controlled_trial","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/32660025/","110","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=microbiome"
"NCT:NCT03843736","ClinicalTrials.gov","NCT03843736","","","The Role of Dysbiosis of Gut Microbiota in the Pathogenesis of PCOS.","2019","clinical_trial","high","1","clinical_trial_registry","","","microbiome","true","https://clinicaltrials.gov/study/NCT03843736","111","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome"
"NCT:NCT04303481","ClinicalTrials.gov","NCT04303481","","","The Effect of Consuming Enzymes and Prebiotics on Body Composition and Blood Biochemical Index","2019","clinical_trial","high","1","clinical_trial_registry","prebiotic","","body_composition","true","https://clinicaltrials.gov/study/NCT04303481","112","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=body_composition"
"NCT:NCT03548480","ClinicalTrials.gov","NCT03548480","","","Targeting the Gut Microbiome for Prader-Willi Syndrome Treatment","2018","clinical_trial","high","1","clinical_trial_registry","","","microbiome","true","https://clinicaltrials.gov/study/NCT03548480","113","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome"
